Start T, Start V, Stop V, Step V, Num Readings, ADC Rate, Sleep HV, Sleep DAC, Sleep Readings
1659832277.5053914, 55.0, 55.0, 5.0, 10000, 4, 5, 1, 0.05
HV_set (V),HV_rdb (V), HV_err (V),VsCH_5 (V),VsCH_7 (V),VsCH_8 (V),VsCH_9 (V),VsCH_10 (V),VsCH_11 (V),VsCH_12 (V),VsCH_14 (V),VsCH_15 (V),VsCH_16 (V),IsCH_5 (A),IsCH_7 (A),IsCH_8 (A),IsCH_9 (A),IsCH_10 (A),IsCH_11 (A),IsCH_12 (A),IsCH_14 (A),IsCH_15 (A),IsCH_16 (A),TsCH_5 (s),TsCH_7 (s),TsCH_8 (s),TsCH_9 (s),TsCH_10 (s),TsCH_11 (s),TsCH_12 (s),TsCH_14 (s),TsCH_15 (s),TsCH_16 (s)
55.0,54.7466,0.02040,5.65946e+01,5.66300e+01,5.66343e+01,5.66503e+01,5.66191e+01,5.66113e+01,5.66386e+01,5.66568e+01,5.66301e+01,5.66367e+01,2.53319e-06,1.94444e-06,1.87207e-06,1.60601e-06,2.12519e-06,2.25631e-06,1.80003e-06,1.49677e-06,1.94149e-06,1.83204e-06,1659842360.4430223,1659842360.9058914,1659842361.3681197,1659842361.8308322,1659842362.2937343,1659842362.7560966,1659842363.2188766,1659842363.6818595,1659842364.1442945,1659842364.6068857
55.0,54.7457,0.02040,5.65915e+01,5.66280e+01,5.66334e+01,5.66491e+01,5.66182e+01,5.66050e+01,5.66382e+01,5.66555e+01,5.66298e+01,5.66353e+01,2.57144e-06,1.96142e-06,1.87253e-06,1.61088e-06,2.12533e-06,2.34579e-06,1.79139e-06,1.50429e-06,1.93267e-06,1.84021e-06,1659842366.641976,1659842367.104383,1659842367.5698373,1659842368.0322964,1659842368.49572,1659842368.9583287,1659842369.4199598,1659842369.882775,1659842370.3455675,1659842370.8080494
55.0,54.7474,0.02040,5.65954e+01,5.66302e+01,5.66349e+01,5.66510e+01,5.66200e+01,5.66076e+01,5.66390e+01,5.66573e+01,5.66314e+01,5.66377e+01,2.53375e-06,1.95406e-06,1.87551e-06,1.60758e-06,2.12332e-06,2.33060e-06,1.80678e-06,1.50218e-06,1.93325e-06,1.82904e-06,1659842372.8396707,1659842373.30469,1659842373.7681005,1659842374.2308345,1659842374.6936543,1659842375.1561685,1659842375.6231298,1659842376.0857906,1659842376.5480907,1659842377.0108876
55.0,54.7465,0.02040,5.65943e+01,5.66294e+01,5.66336e+01,5.66499e+01,5.66194e+01,5.66042e+01,5.66391e+01,5.66561e+01,5.66307e+01,5.66358e+01,2.53801e-06,1.95173e-06,1.88233e-06,1.61100e-06,2.11866e-06,2.37305e-06,1.79056e-06,1.50706e-06,1.93005e-06,1.84503e-06,1659842379.02384,1659842379.486545,1659842379.949248,1659842380.4127474,1659842380.8763256,1659842381.3388681,1659842381.8016858,1659842382.2642436,1659842382.7269697,1659842383.190607
55.0,54.7471,0.02040,5.65926e+01,5.66296e+01,5.66346e+01,5.66507e+01,5.66194e+01,5.66062e+01,5.66392e+01,5.66570e+01,5.66311e+01,5.66400e+01,2.57616e-06,1.95843e-06,1.87580e-06,1.60771e-06,2.12901e-06,2.34887e-06,1.79930e-06,1.50248e-06,1.93353e-06,1.78580e-06,1659842385.2365332,1659842385.6997287,1659842386.1624901,1659842386.6247492,1659842387.0880356,1659842387.5508173,1659842388.0153553,1659842388.4767582,1659842388.9400535,1659842389.4028711
55.0,54.7471,0.02040,5.65946e+01,5.66303e+01,5.66348e+01,5.66506e+01,5.66211e+01,5.66039e+01,5.66396e+01,5.66570e+01,5.66312e+01,5.66399e+01,2.54209e-06,1.94786e-06,1.87278e-06,1.60876e-06,2.09991e-06,2.38681e-06,1.79269e-06,1.50259e-06,1.93251e-06,1.78704e-06,1659842391.423942,1659842391.8866897,1659842392.3520956,1659842392.8148491,1659842393.2776332,1659842393.7401366,1659842394.2028844,1659842394.6656926,1659842395.128358,1659842395.5909097
55.0,54.7473,0.02040,5.65942e+01,5.66300e+01,5.66346e+01,5.66506e+01,5.66197e+01,5.66124e+01,5.66401e+01,5.66570e+01,5.66308e+01,5.66365e+01,2.55186e-06,1.95601e-06,1.87852e-06,1.61191e-06,2.12803e-06,2.24878e-06,1.78793e-06,1.50526e-06,1.94172e-06,1.84667e-06,1659842397.6137586,1659842398.079111,1659842398.5417204,1659842399.003953,1659842399.4710042,1659842399.933798,1659842400.3961132,1659842400.8588,1659842401.3208725,1659842401.78359
55.0,54.7476,0.02040,5.65962e+01,5.66312e+01,5.66345e+01,5.66515e+01,5.66203e+01,5.66128e+01,5.66398e+01,5.66574e+01,5.66316e+01,5.66374e+01,2.52477e-06,1.94011e-06,1.88577e-06,1.60127e-06,2.12196e-06,2.24702e-06,1.79689e-06,1.50444e-06,1.93309e-06,1.83744e-06,1659842403.8064208,1659842404.267351,1659842404.725159,1659842405.196074,1659842405.659643,1659842406.125175,1659842406.5881703,1659842407.0508678,1659842407.5137799,1659842407.976087
55.0,54.7474,0.02040,5.65980e+01,5.66302e+01,5.66346e+01,5.66507e+01,5.66204e+01,5.66057e+01,5.66399e+01,5.66575e+01,5.66309e+01,5.66368e+01,2.49113e-06,1.95388e-06,1.88067e-06,1.61209e-06,2.11755e-06,2.36255e-06,1.79195e-06,1.49933e-06,1.94268e-06,1.84330e-06,1659842409.9880657,1659842410.454146,1659842410.9166358,1659842411.379965,1659842411.847003,1659842412.3097115,1659842412.7721362,1659842413.234924,1659842413.697671,1659842414.1600766
55.0,54.7477,0.02040,5.65962e+01,5.66303e+01,5.66350e+01,5.66511e+01,5.66203e+01,5.66088e+01,5.66401e+01,5.66576e+01,5.66317e+01,5.66364e+01,2.52582e-06,1.95641e-06,1.87894e-06,1.60991e-06,2.12442e-06,2.31538e-06,1.79439e-06,1.50175e-06,1.93435e-06,1.85469e-06,1659842416.1758137,1659842416.6386259,1659842417.1015162,1659842417.564663,1659842418.02654,1659842418.4893715,1659842418.9520998,1659842419.415053,1659842419.8778963,1659842420.3405004
55.0,54.7477,0.02040,5.65942e+01,5.66309e+01,5.66353e+01,5.66516e+01,5.66208e+01,5.66122e+01,5.66401e+01,5.66573e+01,5.66314e+01,5.66375e+01,2.55875e-06,1.94688e-06,1.87415e-06,1.60253e-06,2.11501e-06,2.25925e-06,1.79374e-06,1.50738e-06,1.93904e-06,1.83746e-06,1659842422.3629549,1659842422.8256955,1659842423.2880037,1659842423.7508569,1659842424.213671,1659842424.6760478,1659842425.1389306,1659842425.6005049,1659842426.06396,1659842426.526759
55.0,54.7468,0.02040,5.65953e+01,5.66291e+01,5.66339e+01,5.66508e+01,5.66196e+01,5.66111e+01,5.66394e+01,5.66566e+01,5.66307e+01,5.66364e+01,2.52640e-06,1.96281e-06,1.88170e-06,1.60114e-06,2.12120e-06,2.26236e-06,1.79005e-06,1.50432e-06,1.93576e-06,1.84067e-06,1659842428.5376096,1659842428.9999382,1659842429.4626288,1659842429.924231,1659842430.3870323,1659842430.849679,1659842431.312136,1659842431.7749386,1659842432.2377434,1659842432.7001631
55.0,54.7473,0.02040,5.65954e+01,5.66306e+01,5.66346e+01,5.66507e+01,5.66205e+01,5.66077e+01,5.66392e+01,5.66566e+01,5.66312e+01,5.66368e+01,2.53235e-06,1.94511e-06,1.87932e-06,1.61076e-06,2.11415e-06,2.32697e-06,1.80291e-06,1.51248e-06,1.93589e-06,1.84198e-06,1659842434.7201154,1659842435.1829138,1659842435.6457744,1659842436.112915,1659842436.5758846,1659842437.0385816,1659842437.5015028,1659842437.9640265,1659842438.4267528,1659842438.889559
55.0,54.7471,0.02040,5.65945e+01,5.66306e+01,5.66341e+01,5.66506e+01,5.66200e+01,5.66095e+01,5.66402e+01,5.66574e+01,5.66317e+01,5.66364e+01,2.54402e-06,1.94168e-06,1.88352e-06,1.60888e-06,2.11860e-06,2.29408e-06,1.78273e-06,1.49510e-06,1.92464e-06,1.84554e-06,1659842440.8995068,1659842441.3645165,1659842441.8309734,1659842442.2936447,1659842442.7560408,1659842443.2188263,1659842443.6815264,1659842444.1440687,1659842444.6069188,1659842445.0696583
55.0,54.7477,0.02040,5.65945e+01,5.66313e+01,5.66347e+01,5.66515e+01,5.66202e+01,5.66101e+01,5.66400e+01,5.66578e+01,5.66316e+01,5.66375e+01,2.55315e-06,1.94016e-06,1.88372e-06,1.60415e-06,2.12588e-06,2.29331e-06,1.79625e-06,1.49917e-06,1.93534e-06,1.83674e-06,1659842447.089997,1659842447.552373,1659842448.0159144,1659842448.4786456,1659842448.9413311,1659842449.404048,1659842449.8667274,1659842450.329414,1659842450.7921247,1659842451.2548656
55.0,54.7469,0.02040,5.65936e+01,5.66298e+01,5.66343e+01,5.66509e+01,5.66213e+01,5.66085e+01,5.66395e+01,5.66559e+01,5.66303e+01,5.66371e+01,2.55622e-06,1.95169e-06,1.87774e-06,1.60010e-06,2.09371e-06,2.30685e-06,1.79069e-06,1.51739e-06,1.94408e-06,1.83084e-06,1659842453.2741237,1659842453.7366638,1659842454.2000518,1659842454.6627977,1659842455.1258433,1659842455.588108,1659842456.0504391,1659842456.5119717,1659842456.9748237,1659842457.4374595
55.0,54.7457,0.02040,5.65906e+01,5.66293e+01,5.66335e+01,5.66494e+01,5.66182e+01,5.66060e+01,5.66375e+01,5.66555e+01,5.66296e+01,5.66356e+01,2.58571e-06,1.93985e-06,1.86966e-06,1.60462e-06,2.12530e-06,2.32837e-06,1.80365e-06,1.50302e-06,1.93589e-06,1.83578e-06,1659842459.4557338,1659842459.9185052,1659842460.3839557,1659842460.8483264,1659842461.311965,1659842461.7745018,1659842462.2372863,1659842462.7008922,1659842463.1641653,1659842463.6269164
55.0,54.7475,0.02040,5.65969e+01,5.66313e+01,5.66351e+01,5.66511e+01,5.66199e+01,5.66104e+01,5.66398e+01,5.66576e+01,5.66314e+01,5.66372e+01,2.51110e-06,1.93655e-06,1.87402e-06,1.60642e-06,2.12760e-06,2.28633e-06,1.79477e-06,1.49885e-06,1.93583e-06,1.83855e-06,1659842465.6398256,1659842466.1025212,1659842466.5652497,1659842467.0285547,1659842467.4920142,1659842467.954665,1659842468.4181542,1659842468.8807528,1659842469.3438885,1659842469.806585
55.0,54.7466,0.02040,5.65965e+01,5.66301e+01,5.66339e+01,5.66498e+01,5.66196e+01,5.66064e+01,5.66387e+01,5.66570e+01,5.66309e+01,5.66393e+01,2.50197e-06,1.94191e-06,1.87912e-06,1.61441e-06,2.11729e-06,2.33756e-06,1.79869e-06,1.49418e-06,1.92884e-06,1.78839e-06,1659842471.8197837,1659842472.2822948,1659842472.7444687,1659842473.2079341,1659842473.6706405,1659842474.1333761,1659842474.5961103,1659842475.0587382,1659842475.5214016,1659842475.9840918
55.0,54.7466,0.02040,5.65910e+01,5.66302e+01,5.66344e+01,5.66504e+01,5.66195e+01,5.66093e+01,5.66382e+01,5.66566e+01,5.66306e+01,5.66364e+01,2.59441e-06,1.94060e-06,1.87027e-06,1.60395e-06,2.11806e-06,2.28959e-06,1.80704e-06,1.49981e-06,1.93422e-06,1.83710e-06,1659842477.999053,1659842478.4617708,1659842478.9241054,1659842479.3869343,1659842479.849671,1659842480.3120081,1659842480.7748322,1659842481.2371252,1659842481.7002292,1659842482.1637747
55.0,54.7477,0.02040,5.65956e+01,5.66314e+01,5.66351e+01,5.66509e+01,5.66209e+01,5.66096e+01,5.66397e+01,5.66572e+01,5.66319e+01,5.66376e+01,2.53634e-06,1.93958e-06,1.87739e-06,1.61293e-06,2.11467e-06,2.30267e-06,1.80115e-06,1.50951e-06,1.93020e-06,1.83576e-06,1659842484.1788287,1659842484.6415799,1659842485.1041143,1659842485.5684037,1659842486.031875,1659842486.4947338,1659842486.9575615,1659842487.4199765,1659842487.8827252,1659842488.345735
55.0,54.7483,0.02040,5.65958e+01,5.66313e+01,5.66359e+01,5.66521e+01,5.66207e+01,5.66102e+01,5.66401e+01,5.66580e+01,5.66320e+01,5.66381e+01,2.54308e-06,1.95029e-06,1.87381e-06,1.60419e-06,2.12737e-06,2.30267e-06,1.80435e-06,1.50502e-06,1.93799e-06,1.83642e-06,1659842490.357404,1659842490.8201065,1659842491.2829335,1659842491.7457829,1659842492.208329,1659842492.6726713,1659842493.1402056,1659842493.6029859,1659842494.065872,1659842494.5280726
55.0,54.748,0.02040,5.65962e+01,5.66320e+01,5.66354e+01,5.66523e+01,5.66210e+01,5.66109e+01,5.66408e+01,5.66582e+01,5.66317e+01,5.66378e+01,2.53059e-06,1.93459e-06,1.87640e-06,1.59489e-06,2.11675e-06,2.28513e-06,1.78657e-06,1.49775e-06,1.93953e-06,1.83707e-06,1659842496.5478404,1659842497.014958,1659842497.4778934,1659842497.9404562,1659842498.403831,1659842498.8666542,1659842499.329499,1659842499.792149,1659842500.255202,1659842500.7179875
55.0,54.748,0.02040,5.65947e+01,5.66318e+01,5.66355e+01,5.66518e+01,5.66206e+01,5.66127e+01,5.66395e+01,5.66578e+01,5.66320e+01,5.66412e+01,2.55606e-06,1.93795e-06,1.87475e-06,1.60423e-06,2.12426e-06,2.25617e-06,1.80879e-06,1.50415e-06,1.93415e-06,1.78062e-06,1659842502.740668,1659842503.2040226,1659842503.666666,1659842504.129513,1659842504.5922568,1659842505.0549874,1659842505.5177617,1659842505.9801648,1659842506.4429536,1659842506.9057379
55.0,54.7486,0.02040,5.65939e+01,5.66325e+01,5.66360e+01,5.66523e+01,5.66216e+01,5.66112e+01,5.66411e+01,5.66586e+01,5.66325e+01,5.66413e+01,2.57909e-06,1.93468e-06,1.87665e-06,1.60520e-06,2.11771e-06,2.29018e-06,1.79294e-06,1.50088e-06,1.93525e-06,1.78898e-06,1659842508.9229782,1659842509.3884373,1659842509.8518076,1659842510.3144722,1659842510.77612,1659842511.238872,1659842511.7003872,1659842512.1639166,1659842512.6267035,1659842513.0895047
55.0,54.7482,0.02040,5.65939e+01,5.66322e+01,5.66355e+01,5.66521e+01,5.66208e+01,5.66064e+01,5.66404e+01,5.66580e+01,5.66322e+01,5.66413e+01,2.57295e-06,1.93449e-06,1.87822e-06,1.60257e-06,2.12315e-06,2.36471e-06,1.79767e-06,1.50309e-06,1.93438e-06,1.78180e-06,1659842515.1073413,1659842515.5700836,1659842516.0322824,1659842516.4950209,1659842516.9593818,1659842517.4211159,1659842517.884147,1659842518.346946,1659842518.8098562,1659842519.2722933
55.0,54.7479,0.02040,5.65948e+01,5.66315e+01,5.66359e+01,5.66521e+01,5.66203e+01,5.66061e+01,5.66403e+01,5.66575e+01,5.66319e+01,5.66374e+01,2.55155e-06,1.94051e-06,1.86770e-06,1.59739e-06,2.12750e-06,2.36384e-06,1.79437e-06,1.50764e-06,1.93456e-06,1.84244e-06,1659842521.2877452,1659842521.750456,1659842522.2148235,1659842522.677764,1659842523.1401908,1659842523.604559,1659842524.0678334,1659842524.530495,1659842524.9932632,1659842525.4569006
55.0,54.7465,0.02040,5.65950e+01,5.66296e+01,5.66337e+01,5.66498e+01,5.66196e+01,5.66015e+01,5.66389e+01,5.66561e+01,5.66309e+01,5.66363e+01,2.52581e-06,1.94805e-06,1.88033e-06,1.61241e-06,2.11551e-06,2.41798e-06,1.79327e-06,1.50743e-06,1.92781e-06,1.83791e-06,1659842527.4686284,1659842527.9321537,1659842528.3949192,1659842528.857962,1659842529.3201358,1659842529.7847846,1659842530.2480175,1659842530.7106178,1659842531.173274,1659842531.636715
55.0,54.7479,0.02040,5.65932e+01,5.66306e+01,5.66354e+01,5.66521e+01,5.66203e+01,5.66069e+01,5.66398e+01,5.66581e+01,5.66329e+01,5.66378e+01,2.57958e-06,1.95553e-06,1.87530e-06,1.59632e-06,2.12656e-06,2.35141e-06,1.80253e-06,1.49644e-06,1.91793e-06,1.83537e-06,1659842533.6638951,1659842534.1278148,1659842534.5906231,1659842535.0533354,1659842535.5159233,1659842535.9787254,1659842536.4441516,1659842536.9067283,1659842537.3693614,1659842537.8320749
55.0,54.7477,0.02040,5.65949e+01,5.66311e+01,5.66354e+01,5.66514e+01,5.66213e+01,5.66121e+01,5.66399e+01,5.66577e+01,5.66315e+01,5.66512e+01,2.54736e-06,1.94306e-06,1.87234e-06,1.60545e-06,2.10749e-06,2.26096e-06,1.79683e-06,1.50041e-06,1.93660e-06,1.60821e-06,1659842539.8488302,1659842540.3120258,1659842540.7736976,1659842541.236202,1659842541.7014003,1659842542.1644175,1659842542.6270955,1659842543.0897934,1659842543.5522008,1659842544.0158253
55.0,54.746,0.02040,5.65940e+01,5.66293e+01,5.66339e+01,5.66502e+01,5.66192e+01,5.66063e+01,5.66381e+01,5.66561e+01,5.66310e+01,5.66499e+01,2.53434e-06,1.94547e-06,1.86905e-06,1.59674e-06,2.11441e-06,2.32852e-06,1.79824e-06,1.49858e-06,1.91662e-06,1.60143e-06,1659842546.0296962,1659842546.4920578,1659842546.9548593,1659842547.4197884,1659842547.8826053,1659842548.3454947,1659842548.8079567,1659842549.2707539,1659842549.7337604,1659842550.1961617
55.0,54.7473,0.02040,5.65952e+01,5.66309e+01,5.66348e+01,5.66505e+01,5.66202e+01,5.66057e+01,5.66398e+01,5.66574e+01,5.66310e+01,5.66501e+01,2.53642e-06,1.94001e-06,1.87610e-06,1.61330e-06,2.11937e-06,2.35989e-06,1.79263e-06,1.49846e-06,1.93954e-06,1.61983e-06,1659842552.218751,1659842552.6843333,1659842553.1478238,1659842553.6105008,1659842554.0732167,1659842554.5365274,1659842554.999706,1659842555.4624138,1659842555.9253507,1659842556.3880622
55.0,54.7471,0.02040,5.65918e+01,5.66301e+01,5.66350e+01,5.66515e+01,5.66205e+01,5.66058e+01,5.66396e+01,5.66567e+01,5.66308e+01,5.66508e+01,2.58894e-06,1.95040e-06,1.86909e-06,1.59320e-06,2.11051e-06,2.35485e-06,1.79167e-06,1.50692e-06,1.93850e-06,1.60526e-06,1659842558.4041193,1659842558.8671706,1659842559.3298936,1659842559.7921638,1659842560.2550693,1659842560.7178612,1659842561.1803513,1659842561.6437044,1659842562.1077504,1659842562.5704942
55.0,54.7478,0.02040,5.65938e+01,5.66308e+01,5.66354e+01,5.66519e+01,5.66205e+01,5.66064e+01,5.66406e+01,5.66573e+01,5.66322e+01,5.66512e+01,2.56648e-06,1.95045e-06,1.87328e-06,1.59885e-06,2.12207e-06,2.35740e-06,1.78701e-06,1.50829e-06,1.92701e-06,1.61120e-06,1659842564.5883207,1659842565.0527377,1659842565.516085,1659842565.9786923,1659842566.4415436,1659842566.9039476,1659842567.3667376,1659842567.829554,1659842568.294958,1659842568.757783
55.0,54.7472,0.02040,5.65949e+01,5.66304e+01,5.66347e+01,5.66513e+01,5.66195e+01,5.66061e+01,5.66401e+01,5.66568e+01,5.66315e+01,5.66506e+01,2.53978e-06,1.94695e-06,1.87608e-06,1.59935e-06,2.12858e-06,2.35276e-06,1.78571e-06,1.50732e-06,1.92801e-06,1.61042e-06,1659842570.7759478,1659842571.238765,1659842571.7023509,1659842572.1650956,1659842572.6282613,1659842573.0910208,1659842573.5539737,1659842574.0163054,1659842574.482921,1659842574.9457376
55.0,54.7482,0.02040,5.65951e+01,5.66316e+01,5.66361e+01,5.66522e+01,5.66224e+01,5.66085e+01,5.66408e+01,5.66577e+01,5.66320e+01,5.66514e+01,2.55219e-06,1.94438e-06,1.86818e-06,1.60034e-06,2.09786e-06,2.32838e-06,1.78986e-06,1.50838e-06,1.93782e-06,1.61393e-06,1659842576.9640257,1659842577.4267616,1659842577.8896084,1659842578.3521566,1659842578.8149617,1659842579.2776897,1659842579.7401738,1659842580.2029278,1659842580.6658425,1659842581.1283054
55.0,54.747,0.02040,5.65939e+01,5.66308e+01,5.66348e+01,5.66502e+01,5.66195e+01,5.66095e+01,5.66400e+01,5.66566e+01,5.66309e+01,5.66497e+01,2.55257e-06,1.93699e-06,1.87067e-06,1.61321e-06,2.12572e-06,2.29218e-06,1.78384e-06,1.50753e-06,1.93597e-06,1.62155e-06,1659842583.1514847,1659842583.6153867,1659842584.0781062,1659842584.545359,1659842585.0079863,1659842585.470645,1659842585.9335232,1659842586.3961172,1659842586.858904,1659842587.3216872
55.0,54.7469,0.02040,5.65974e+01,5.66302e+01,5.66342e+01,5.66511e+01,5.66199e+01,5.66088e+01,5.66398e+01,5.66570e+01,5.66312e+01,5.66501e+01,2.49212e-06,1.94466e-06,1.87957e-06,1.59748e-06,2.11783e-06,2.30167e-06,1.78607e-06,1.49945e-06,1.92799e-06,1.61446e-06,1659842589.3429196,1659842589.8057225,1659842590.268319,1659842590.7310336,1659842591.1938417,1659842591.6563084,1659842592.1197138,1659842592.5839136,1659842593.0466778,1659842593.5091417
55.0,54.7476,0.02040,5.65954e+01,5.66310e+01,5.66350e+01,5.66516e+01,5.66205e+01,5.66085e+01,5.66398e+01,5.66574e+01,5.66318e+01,5.66511e+01,2.53657e-06,1.94367e-06,1.87748e-06,1.59972e-06,2.11820e-06,2.31952e-06,1.79631e-06,1.50307e-06,1.93098e-06,1.60852e-06,1659842595.525711,1659842595.9882116,1659842596.4511302,1659842596.9138556,1659842597.3761058,1659842597.8388991,1659842598.3041956,1659842598.7670095,1659842599.229864,1659842599.6922455
55.0,54.7476,0.02040,5.65933e+01,5.66313e+01,5.66343e+01,5.66519e+01,5.66200e+01,5.66092e+01,5.66398e+01,5.66573e+01,5.66319e+01,5.66504e+01,2.57261e-06,1.93826e-06,1.88925e-06,1.59594e-06,2.12642e-06,2.30651e-06,1.79790e-06,1.50617e-06,1.92814e-06,1.62067e-06,1659842601.7251947,1659842602.1887577,1659842602.6521378,1659842603.1147804,1659842603.578079,1659842604.0407095,1659842604.504057,1659842604.968452,1659842605.4317093,1659842605.8941443
55.0,54.7478,0.02040,5.65962e+01,5.66312e+01,5.66360e+01,5.66519e+01,5.66198e+01,5.66120e+01,5.66403e+01,5.66573e+01,5.66326e+01,5.66511e+01,2.52715e-06,1.94421e-06,1.86394e-06,1.59859e-06,2.13358e-06,2.26452e-06,1.79178e-06,1.50921e-06,1.92095e-06,1.61135e-06,1659842607.927059,1659842608.3899138,1659842608.852356,1659842609.3155797,1659842609.781292,1659842610.2469668,1659842610.7096891,1659842611.172349,1659842611.6349876,1659842612.1000054
55.0,54.7463,0.02040,5.65958e+01,5.66303e+01,5.66346e+01,5.66501e+01,5.66189e+01,5.66089e+01,5.66385e+01,5.66556e+01,5.66303e+01,5.66498e+01,2.50923e-06,1.93372e-06,1.86290e-06,1.60441e-06,2.12318e-06,2.29060e-06,1.79704e-06,1.51277e-06,1.93408e-06,1.60838e-06,1659842614.1241233,1659842614.586885,1659842615.0495985,1659842615.5119488,1659842615.9747436,1659842616.4374576,1659842616.9000921,1659842617.3629265,1659842617.824455,1659842618.2818358
55.0,54.748,0.02040,5.65961e+01,5.66317e+01,5.66354e+01,5.66518e+01,5.66210e+01,5.66106e+01,5.66404e+01,5.66577e+01,5.66321e+01,5.66513e+01,2.53258e-06,1.93827e-06,1.87655e-06,1.60347e-06,2.11759e-06,2.28994e-06,1.79379e-06,1.50567e-06,1.93154e-06,1.61260e-06,1659842620.2824137,1659842620.7444785,1659842621.2077239,1659842621.6706135,1659842622.1361294,1659842622.5988417,1659842623.0638745,1659842623.526107,1659842623.9883099,1659842624.4509904
55.0,54.7465,0.02040,5.65935e+01,5.66299e+01,5.66336e+01,5.66501e+01,5.66187e+01,5.66072e+01,5.66387e+01,5.66564e+01,5.66309e+01,5.66492e+01,2.55122e-06,1.94340e-06,1.88233e-06,1.60646e-06,2.12991e-06,2.32170e-06,1.79746e-06,1.50194e-06,1.92641e-06,1.62143e-06,1659842626.46661,1659842626.9310071,1659842627.3938274,1659842627.8561623,1659842628.3234582,1659842628.7859836,1659842629.248682,1659842629.7121508,1659842630.174915,1659842630.6378431
55.0,54.7472,0.02040,5.65966e+01,5.66311e+01,5.66343e+01,5.66514e+01,5.66208e+01,5.66093e+01,5.66403e+01,5.66569e+01,5.66308e+01,5.66505e+01,2.51024e-06,1.93529e-06,1.88190e-06,1.59744e-06,2.10676e-06,2.29928e-06,1.78184e-06,1.50542e-06,1.93969e-06,1.61194e-06,1659842632.6562119,1659842633.1189008,1659842633.5818245,1659842634.0440922,1659842634.5068276,1659842634.9696455,1659842635.4321864,1659842635.8948536,1659842636.3597672,1659842636.8233619
55.0,54.7463,0.02040,5.65967e+01,5.66299e+01,5.66335e+01,5.66500e+01,5.66206e+01,5.66063e+01,5.66383e+01,5.66563e+01,5.66304e+01,5.66489e+01,2.49406e-06,1.93972e-06,1.88059e-06,1.60537e-06,2.09634e-06,2.33316e-06,1.80029e-06,1.50060e-06,1.93193e-06,1.62389e-06,1659842638.8381371,1659842639.3003438,1659842639.764159,1659842640.2268791,1659842640.6897316,1659842641.1524107,1659842641.615654,1659842642.0783198,1659842642.540835,1659842643.0042353
55.0,54.7468,0.02040,5.65955e+01,5.66301e+01,5.66339e+01,5.66503e+01,5.66179e+01,5.66114e+01,5.66386e+01,5.66566e+01,5.66308e+01,5.66504e+01,2.52283e-06,1.94628e-06,1.88245e-06,1.60854e-06,2.14848e-06,2.25678e-06,1.80413e-06,1.50429e-06,1.93314e-06,1.60775e-06,1659842645.0155373,1659842645.4782736,1659842645.940895,1659842646.403998,1659842646.8668108,1659842647.3296127,1659842647.7920134,1659842648.2548468,1659842648.717682,1659842649.1801887
55.0,54.7473,0.02040,5.65934e+01,5.66307e+01,5.66343e+01,5.66517e+01,5.66195e+01,5.66093e+01,5.66390e+01,5.66573e+01,5.66312e+01,5.66505e+01,2.56554e-06,1.94396e-06,1.88464e-06,1.59428e-06,2.13126e-06,2.30014e-06,1.80512e-06,1.50028e-06,1.93531e-06,1.61318e-06,1659842651.20072,1659842651.6682322,1659842652.131647,1659842652.597176,1659842653.0601034,1659842653.5231767,1659842653.985905,1659842654.4480681,1659842654.9108272,1659842655.37359
55.0,54.748,0.02040,5.65965e+01,5.66309e+01,5.66350e+01,5.66517e+01,5.66203e+01,5.66093e+01,5.66399e+01,5.66581e+01,5.66317e+01,5.66513e+01,2.52534e-06,1.95244e-06,1.88437e-06,1.60503e-06,2.12851e-06,2.31209e-06,1.80140e-06,1.49884e-06,1.93956e-06,1.61282e-06,1659842657.3931913,1659842657.8559747,1659842658.318645,1659842658.7819557,1659842659.24434,1659842659.707089,1659842660.1696918,1659842660.6321907,1659842661.0950155,1659842661.5577583
55.0,54.7475,0.02040,5.65954e+01,5.66304e+01,5.66351e+01,5.66510e+01,5.66207e+01,5.66076e+01,5.66395e+01,5.66573e+01,5.66318e+01,5.66506e+01,2.53610e-06,1.95152e-06,1.87421e-06,1.60843e-06,2.11384e-06,2.33302e-06,1.80124e-06,1.50442e-06,1.92936e-06,1.61484e-06,1659842663.5781476,1659842664.041636,1659842664.5040631,1659842664.9667704,1659842665.4297516,1659842665.892289,1659842666.354953,1659842666.8177845,1659842667.2800896,1659842667.7428887
55.0,54.7466,0.02040,5.65956e+01,5.66301e+01,5.66336e+01,5.66507e+01,5.66188e+01,5.66072e+01,5.66388e+01,5.66570e+01,5.66303e+01,5.66494e+01,2.51662e-06,1.94291e-06,1.88418e-06,1.59931e-06,2.12982e-06,2.32421e-06,1.79659e-06,1.49358e-06,1.93872e-06,1.61978e-06,1659842669.769392,1659842670.2320223,1659842670.6964304,1659842671.1597714,1659842671.6224692,1659842672.085246,1659842672.5487902,1659842673.0121565,1659842673.4749174,1659842673.937675
