Start T, Start V, Stop V, Step V, Num Readings, ADC Rate, Sleep HV, Sleep DAC, Sleep Readings
1659832277.5053914, 55.0, 55.0, 5.0, 10000, 4, 5, 1, 0.05
HV_set (V),HV_rdb (V), HV_err (V),VsCH_5 (V),VsCH_7 (V),VsCH_8 (V),VsCH_9 (V),VsCH_10 (V),VsCH_11 (V),VsCH_12 (V),VsCH_14 (V),VsCH_15 (V),VsCH_16 (V),IsCH_5 (A),IsCH_7 (A),IsCH_8 (A),IsCH_9 (A),IsCH_10 (A),IsCH_11 (A),IsCH_12 (A),IsCH_14 (A),IsCH_15 (A),IsCH_16 (A),TsCH_5 (s),TsCH_7 (s),TsCH_8 (s),TsCH_9 (s),TsCH_10 (s),TsCH_11 (s),TsCH_12 (s),TsCH_14 (s),TsCH_15 (s),TsCH_16 (s)
55.0,54.7447,0.02040,5.65986e+01,5.66314e+01,5.66340e+01,5.66504e+01,5.66186e+01,5.66086e+01,5.66394e+01,5.66569e+01,5.66317e+01,5.66378e+01,2.43520e-06,1.88803e-06,1.84526e-06,1.57205e-06,2.10279e-06,2.26853e-06,1.75501e-06,1.46383e-06,1.88321e-06,1.78287e-06,1659832403.4684622,1659832403.9311383,1659832404.393816,1659832404.8560057,1659832405.3187425,1659832405.78185,1659832406.2442539,1659832406.7071495,1659832407.1696937,1659832407.6320045
55.0,54.7445,0.02040,5.65974e+01,5.66312e+01,5.66348e+01,5.66504e+01,5.66192e+01,5.66053e+01,5.66392e+01,5.66565e+01,5.66315e+01,5.66366e+01,2.45253e-06,1.88878e-06,1.82912e-06,1.56800e-06,2.08901e-06,2.32118e-06,1.75508e-06,1.46693e-06,1.88458e-06,1.79924e-06,1659832409.6511066,1659832410.1138449,1659832410.5762491,1659832411.0388508,1659832411.501514,1659832411.963944,1659832412.428406,1659832412.8911579,1659832413.3536887,1659832413.8160768
55.0,54.7445,0.02040,5.66002e+01,5.66307e+01,5.66349e+01,5.66460e+01,5.66195e+01,5.66069e+01,5.66393e+01,5.66569e+01,5.66313e+01,5.66366e+01,2.40615e-06,1.89762e-06,1.82686e-06,1.64253e-06,2.08362e-06,2.29439e-06,1.75425e-06,1.46024e-06,1.88709e-06,1.79854e-06,1659832415.8367596,1659832416.2996466,1659832416.7621107,1659832417.224478,1659832417.6878972,1659832418.1503935,1659832418.61305,1659832419.0759645,1659832419.538537,1659832420.001048
55.0,54.7442,0.02040,5.65961e+01,5.66298e+01,5.66340e+01,5.66459e+01,5.66190e+01,5.66080e+01,5.66389e+01,5.66559e+01,5.66313e+01,5.66375e+01,2.46953e-06,1.90736e-06,1.83679e-06,1.63868e-06,2.08725e-06,2.27066e-06,1.75603e-06,1.47123e-06,1.88141e-06,1.77952e-06,1659832422.016072,1659832422.4787998,1659832422.94022,1659832423.4030395,1659832423.865637,1659832424.328009,1659832424.790705,1659832425.2533453,1659832425.7168634,1659832426.1802287
55.0,54.7455,0.02040,5.65991e+01,5.66312e+01,5.66360e+01,5.66474e+01,5.66206e+01,5.66076e+01,5.66396e+01,5.66573e+01,5.66321e+01,5.66377e+01,2.44144e-06,1.90613e-06,1.82616e-06,1.63464e-06,2.08280e-06,2.29925e-06,1.76523e-06,1.46964e-06,1.88976e-06,1.79757e-06,1659832428.2036922,1659832428.668627,1659832429.1318545,1659832429.594478,1659832430.0559242,1659832430.5185428,1659832430.9812565,1659832431.4445052,1659832431.907813,1659832432.370556
55.0,54.745,0.02040,5.66011e+01,5.66306e+01,5.66352e+01,5.66468e+01,5.66198e+01,5.66093e+01,5.66395e+01,5.66564e+01,5.66317e+01,5.66368e+01,2.39951e-06,1.90773e-06,1.83038e-06,1.63631e-06,2.08709e-06,2.26253e-06,1.75896e-06,1.47731e-06,1.88887e-06,1.80368e-06,1659832434.3851743,1659832434.8482156,1659832435.3110018,1659832435.7736082,1659832436.2359881,1659832436.6987715,1659832437.1613479,1659832437.6247482,1659832438.0881448,1659832438.5525584
55.0,54.7451,0.02040,5.65972e+01,5.66312e+01,5.66353e+01,5.66471e+01,5.66194e+01,5.66086e+01,5.66392e+01,5.66567e+01,5.66314e+01,5.66377e+01,2.46498e-06,1.89901e-06,1.82995e-06,1.63326e-06,2.09486e-06,2.27577e-06,1.76553e-06,1.47364e-06,1.89539e-06,1.79019e-06,1659832440.5626538,1659832441.0253224,1659832441.4886067,1659832441.9513867,1659832442.4186115,1659832442.8814359,1659832443.3439677,1659832443.8066611,1659832444.2694333,1659832444.7319317
55.0,54.7456,0.02040,5.66010e+01,5.66306e+01,5.66352e+01,5.66473e+01,5.66205e+01,5.66077e+01,5.66400e+01,5.66575e+01,5.66322e+01,5.66380e+01,2.41075e-06,1.91640e-06,1.84064e-06,1.63914e-06,2.08611e-06,2.29857e-06,1.76007e-06,1.46874e-06,1.89085e-06,1.79432e-06,1659832446.7406433,1659832447.203498,1659832447.6662517,1659832448.1284325,1659832448.5918522,1659832449.054482,1659832449.51725,1659832449.9802542,1659832450.4429061,1659832450.9055893
55.0,54.7459,0.02040,5.66018e+01,5.66314e+01,5.66365e+01,5.66471e+01,5.66201e+01,5.66059e+01,5.66406e+01,5.66575e+01,5.66321e+01,5.66412e+01,2.40226e-06,1.90946e-06,1.82419e-06,1.64672e-06,2.09796e-06,2.33320e-06,1.75549e-06,1.47428e-06,1.89634e-06,1.74486e-06,1659832452.9135926,1659832453.3760743,1659832453.8388674,1659832454.3015492,1659832454.7642314,1659832455.2269077,1659832455.689579,1659832456.1520786,1659832456.6147063,1659832457.0773633
55.0,54.7452,0.02040,5.65959e+01,5.66302e+01,5.66356e+01,5.66467e+01,5.66215e+01,5.66056e+01,5.66385e+01,5.66569e+01,5.66314e+01,5.66408e+01,2.48857e-06,1.91728e-06,1.82642e-06,1.64132e-06,2.06198e-06,2.32802e-06,1.77961e-06,1.47142e-06,1.89748e-06,1.74025e-06,1659832459.1057835,1659832459.5680244,1659832460.0328162,1659832460.4990118,1659832460.961751,1659832461.4239995,1659832461.8866606,1659832462.3495023,1659832462.8120735,1659832463.2746446
55.0,54.7469,0.02040,5.66003e+01,5.66327e+01,5.66374e+01,5.66480e+01,5.66241e+01,5.66138e+01,5.66405e+01,5.66579e+01,5.66337e+01,5.66392e+01,2.44446e-06,1.90321e-06,1.82594e-06,1.64816e-06,2.04739e-06,2.21945e-06,1.77337e-06,1.48295e-06,1.88760e-06,1.79585e-06,1659832465.2846217,1659832465.7477574,1659832466.210305,1659832466.6725314,1659832467.1358047,1659832467.5997543,1659832468.0624583,1659832468.5256734,1659832468.987995,1659832469.4507463
55.0,54.746,0.02040,5.65978e+01,5.66315e+01,5.66363e+01,5.66472e+01,5.66231e+01,5.66101e+01,5.66403e+01,5.66582e+01,5.66335e+01,5.66379e+01,2.46982e-06,1.90843e-06,1.82961e-06,1.64634e-06,2.04965e-06,2.26568e-06,1.76178e-06,1.46289e-06,1.87612e-06,1.80250e-06,1659832471.473475,1659832471.936049,1659832472.3986883,1659832472.862004,1659832473.3244693,1659832473.7880044,1659832474.2507706,1659832474.7133768,1659832475.1759486,1659832475.6387424
55.0,54.7465,0.02040,5.65986e+01,5.66323e+01,5.66367e+01,5.66480e+01,5.66233e+01,5.66095e+01,5.66402e+01,5.66583e+01,5.66336e+01,5.66420e+01,2.46615e-06,1.90379e-06,1.83089e-06,1.64191e-06,2.05321e-06,2.28468e-06,1.77264e-06,1.46994e-06,1.88194e-06,1.74132e-06,1659832477.6495183,1659832478.1120667,1659832478.5748947,1659832479.0396755,1659832479.5022786,1659832479.9645054,1659832480.4279923,1659832480.8905458,1659832481.3532495,1659832481.8164897
55.0,54.7468,0.02040,5.65967e+01,5.66323e+01,5.66362e+01,5.66479e+01,5.66233e+01,5.66134e+01,5.66409e+01,5.66582e+01,5.66338e+01,5.66424e+01,2.50232e-06,1.90891e-06,1.84306e-06,1.64836e-06,2.05895e-06,2.22338e-06,1.76532e-06,1.47656e-06,1.88364e-06,1.73966e-06,1659832483.8286827,1659832484.2919571,1659832484.7547617,1659832485.2174025,1659832485.6800616,1659832486.1428006,1659832486.605395,1659832487.0679371,1659832487.5324655,1659832487.9956841
55.0,54.7467,0.02040,5.65964e+01,5.66325e+01,5.66373e+01,5.66489e+01,5.66220e+01,5.66045e+01,5.66413e+01,5.66579e+01,5.66335e+01,5.66408e+01,2.50566e-06,1.90314e-06,1.82297e-06,1.63117e-06,2.07859e-06,2.37018e-06,1.75792e-06,1.48047e-06,1.88764e-06,1.76596e-06,1659832490.0140524,1659832490.4762383,1659832490.9390013,1659832491.4014919,1659832491.8641613,1659832492.3269033,1659832492.7895243,1659832493.252015,1659832493.7148585,1659832494.176294
55.0,54.7474,0.02040,5.65971e+01,5.66323e+01,5.66380e+01,5.66484e+01,5.66222e+01,5.66096e+01,5.66420e+01,5.66587e+01,5.66344e+01,5.66428e+01,2.50619e-06,1.91931e-06,1.82363e-06,1.65059e-06,2.08750e-06,2.29776e-06,1.75790e-06,1.47940e-06,1.88393e-06,1.74312e-06,1659832496.1949852,1659832496.6577806,1659832497.1230197,1659832497.5855594,1659832498.0479612,1659832498.5107214,1659832498.9736364,1659832499.4362638,1659832499.8989751,1659832500.3615847
55.0,54.6918,0.02040,5.65415e+01,5.65773e+01,5.65812e+01,5.65938e+01,5.65666e+01,5.65576e+01,5.65859e+01,5.66038e+01,5.65787e+01,5.65841e+01,2.50530e-06,1.90847e-06,1.84344e-06,1.63399e-06,2.08712e-06,2.23784e-06,1.76549e-06,1.46756e-06,1.88498e-06,1.79549e-06,1659832502.3884482,1659832502.8509629,1659832503.316077,1659832503.7777455,1659832504.233675,1659832504.691248,1659832505.1537263,1659832505.6230714,1659832506.0856721,1659832506.5480072
55.0,54.7467,0.02040,5.65995e+01,5.66327e+01,5.66365e+01,5.66484e+01,5.66210e+01,5.66084e+01,5.66411e+01,5.66582e+01,5.66332e+01,5.66385e+01,2.45369e-06,1.90124e-06,1.83785e-06,1.63936e-06,2.09536e-06,2.30549e-06,1.76043e-06,1.47609e-06,1.89176e-06,1.80442e-06,1659832508.5650861,1659832509.0271516,1659832509.4898028,1659832509.9520783,1659832510.4148743,1659832510.8775358,1659832511.3400314,1659832511.8028002,1659832512.2655435,1659832512.7281215
55.0,54.7468,0.02040,5.65997e+01,5.66327e+01,5.66371e+01,5.66521e+01,5.66210e+01,5.66141e+01,5.66414e+01,5.66592e+01,5.66335e+01,5.66389e+01,2.45281e-06,1.90224e-06,1.82910e-06,1.57873e-06,2.09777e-06,2.21222e-06,1.75793e-06,1.45974e-06,1.88821e-06,1.79863e-06,1659832514.757102,1659832515.2200882,1659832515.6873093,1659832516.1498632,1659832516.6119874,1659832517.0745926,1659832517.537654,1659832518.0003433,1659832518.4630916,1659832518.925828
55.0,54.7457,0.02040,5.65954e+01,5.66313e+01,5.66356e+01,5.66510e+01,5.66202e+01,5.66126e+01,5.66401e+01,5.66569e+01,5.66325e+01,5.66380e+01,2.50630e-06,1.90774e-06,1.83518e-06,1.57812e-06,2.09299e-06,2.21924e-06,1.76024e-06,1.48072e-06,1.88727e-06,1.79621e-06,1659832520.944784,1659832521.4122128,1659832521.8766575,1659832522.3400593,1659832522.8026648,1659832523.2654138,1659832523.7308378,1659832524.193132,1659832524.6557415,1659832525.1184943
55.0,54.7462,0.02040,5.65961e+01,5.66320e+01,5.66364e+01,5.66511e+01,5.66205e+01,5.66097e+01,5.66410e+01,5.66578e+01,5.66333e+01,5.66422e+01,2.50264e-06,1.90328e-06,1.82964e-06,1.58551e-06,2.09560e-06,2.27566e-06,1.75419e-06,1.47400e-06,1.88285e-06,1.73451e-06,1659832527.144663,1659832527.6078265,1659832528.0705585,1659832528.532104,1659832528.9958878,1659832529.4585066,1659832529.9213762,1659832530.3840103,1659832530.846717,1659832531.309567
55.0,54.7469,0.02040,5.65963e+01,5.66322e+01,5.66366e+01,5.66528e+01,5.66213e+01,5.66085e+01,5.66411e+01,5.66582e+01,5.66331e+01,5.66395e+01,2.51009e-06,1.91240e-06,1.83908e-06,1.56932e-06,2.09432e-06,2.30769e-06,1.76456e-06,1.47909e-06,1.89734e-06,1.79040e-06,1659832533.3237886,1659832533.7878783,1659832534.2507334,1659832534.7135754,1659832535.1760988,1659832535.638897,1659832536.102116,1659832536.5645711,1659832537.0278692,1659832537.4901936
55.0,54.7462,0.02040,5.65989e+01,5.66323e+01,5.66364e+01,5.66513e+01,5.66213e+01,5.66101e+01,5.66403e+01,5.66580e+01,5.66332e+01,5.66381e+01,2.45613e-06,1.89940e-06,1.83110e-06,1.58267e-06,2.08191e-06,2.26869e-06,1.76528e-06,1.47041e-06,1.88428e-06,1.80225e-06,1659832539.5197952,1659832539.982281,1659832540.4493313,1659832540.912626,1659832541.375855,1659832541.83886,1659832542.3014824,1659832542.763989,1659832543.2267892,1659832543.6895876
55.0,54.7472,0.02040,5.65963e+01,5.66326e+01,5.66374e+01,5.66531e+01,5.66213e+01,5.66136e+01,5.66414e+01,5.66583e+01,5.66337e+01,5.66427e+01,2.51542e-06,1.91038e-06,1.83040e-06,1.56952e-06,2.09856e-06,2.22725e-06,1.76403e-06,1.48267e-06,1.89256e-06,1.74232e-06,1659832545.724121,1659832546.1895454,1659832546.652035,1659832547.114679,1659832547.5773156,1659832548.0443714,1659832548.5070043,1659832548.9695342,1659832549.4350488,1659832549.897524
55.0,54.7467,0.02040,5.65930e+01,5.66317e+01,5.66368e+01,5.66520e+01,5.66208e+01,5.66110e+01,5.66410e+01,5.66582e+01,5.66333e+01,5.66418e+01,2.56213e-06,1.91731e-06,1.83169e-06,1.57870e-06,2.09913e-06,2.26264e-06,1.76158e-06,1.47489e-06,1.89014e-06,1.74849e-06,1659832551.9148104,1659832552.3780694,1659832552.8405848,1659832553.3061457,1659832553.769625,1659832554.2320633,1659832554.6945906,1659832555.1573813,1659832555.624423,1659832556.0877533
55.0,54.7467,0.02040,5.65965e+01,5.66323e+01,5.66367e+01,5.66526e+01,5.66213e+01,5.66100e+01,5.66411e+01,5.66582e+01,5.66333e+01,5.66385e+01,2.50359e-06,1.90720e-06,1.83313e-06,1.56856e-06,2.09004e-06,2.27898e-06,1.76035e-06,1.47544e-06,1.89127e-06,1.80307e-06,1659832558.1042545,1659832558.5669534,1659832559.029734,1659832559.4920633,1659832559.9546876,1659832560.4173627,1659832560.8806882,1659832561.3449452,1659832561.8080134,1659832562.275596
55.0,54.7471,0.02040,5.65932e+01,5.66331e+01,5.66371e+01,5.66534e+01,5.66225e+01,5.66108e+01,5.66413e+01,5.66587e+01,5.66331e+01,5.66394e+01,2.56517e-06,1.90061e-06,1.83297e-06,1.56195e-06,2.07797e-06,2.27222e-06,1.76362e-06,1.47332e-06,1.90025e-06,1.79527e-06,1659832564.2950823,1659832564.7577624,1659832565.2202213,1659832565.6829605,1659832566.1443377,1659832566.6068878,1659832567.0695252,1659832567.5319903,1659832567.9945567,1659832568.4580064
55.0,54.7463,0.02040,5.65954e+01,5.66325e+01,5.66365e+01,5.66522e+01,5.66214e+01,5.66136e+01,5.66404e+01,5.66578e+01,5.66328e+01,5.66418e+01,2.51492e-06,1.89742e-06,1.83064e-06,1.56886e-06,2.08220e-06,2.21146e-06,1.76521e-06,1.47482e-06,1.89293e-06,1.74275e-06,1659832570.4725754,1659832570.9357004,1659832571.39963,1659832571.8638487,1659832572.3290544,1659832572.7907417,1659832573.253545,1659832573.7161033,1659832574.1778948,1659832574.6402276
55.0,54.7461,0.02040,5.65929e+01,5.66320e+01,5.66361e+01,5.66519e+01,5.66212e+01,5.66093e+01,5.66406e+01,5.66577e+01,5.66326e+01,5.66387e+01,2.55463e-06,1.90243e-06,1.83452e-06,1.56981e-06,2.08273e-06,2.28128e-06,1.75934e-06,1.47395e-06,1.89297e-06,1.79100e-06,1659832576.6563537,1659832577.1189976,1659832577.5818124,1659832578.044111,1659832578.5067112,1659832578.9699843,1659832579.4327605,1659832579.8960474,1659832580.3586729,1659832580.821361
55.0,54.7469,0.02040,5.65946e+01,5.66327e+01,5.66364e+01,5.66525e+01,5.66217e+01,5.66068e+01,5.66413e+01,5.66583e+01,5.66335e+01,5.66393e+01,2.53839e-06,1.90454e-06,1.84198e-06,1.57399e-06,2.08780e-06,2.33624e-06,1.76037e-06,1.47758e-06,1.88968e-06,1.79397e-06,1659832582.8377864,1659832583.3000638,1659832583.7628314,1659832584.225786,1659832584.6881413,1659832585.1508832,1659832585.6135669,1659832586.0759034,1659832586.5383885,1659832587.0011377
55.0,54.7472,0.02040,5.65961e+01,5.66338e+01,5.66378e+01,5.66529e+01,5.66218e+01,5.66141e+01,5.66414e+01,5.66584e+01,5.66338e+01,5.66396e+01,2.51892e-06,1.89091e-06,1.82374e-06,1.57284e-06,2.09054e-06,2.21829e-06,1.76447e-06,1.48024e-06,1.88979e-06,1.79449e-06,1659832589.0372562,1659832589.5006547,1659832589.9639187,1659832590.4292533,1659832590.8924527,1659832591.3559382,1659832591.8186185,1659832592.2812984,1659832592.7448552,1659832593.208157
