Start T, Start V, Stop V, Step V, Num Readings, ADC Rate, Sleep HV, Sleep DAC, Sleep Readings
1658993063.4832845, 55.0, 55.0, 1.0, 16000, 4, 5, 1, 0.05
HV_set (V),HV_rdb (V), HV_err (V),VsCH_1 (V),VsCH_2 (V),VsCH_3 (V),VsCH_4 (V),VsCH_5 (V),VsCH_6 (V),VsCH_7 (V),VsCH_8 (V),VsCH_9 (V),VsCH_10 (V),VsCH_11 (V),IsCH_1 (A),IsCH_2 (A),IsCH_3 (A),IsCH_4 (A),IsCH_5 (A),IsCH_6 (A),IsCH_7 (A),IsCH_8 (A),IsCH_9 (A),IsCH_10 (A),IsCH_11 (A),TsCH_1 (s),TsCH_2 (s),TsCH_3 (s),TsCH_4 (s),TsCH_5 (s),TsCH_6 (s),TsCH_7 (s),TsCH_8 (s),TsCH_9 (s),TsCH_10 (s),TsCH_11 (s)
55.0,54.7463,0.00630,5.54084e+01,5.61906e+01,5.60682e+01,5.60694e+01,5.66151e+01,5.65762e+01,5.65698e+01,5.65992e+01,5.66236e+01,5.65913e+01,5.66033e+01,2.23037e-05,9.26357e-06,1.13050e-05,1.12849e-05,2.18743e-06,2.83628e-06,2.94225e-06,2.45271e-06,2.04599e-06,2.58414e-06,2.38438e-06,1658996453.8343213,1658996454.3051617,1658996454.7678964,1658996455.2312176,1658996455.6936288,1658996456.1576147,1658996456.6199145,1658996457.0827053,1658996457.545027,1658996458.00782,1658996458.4704866
55.0,54.7466,0.00630,5.54082e+01,5.61926e+01,5.60692e+01,5.60702e+01,5.66152e+01,5.65726e+01,5.65731e+01,5.66001e+01,5.66243e+01,5.65919e+01,5.66067e+01,2.23128e-05,9.23635e-06,1.12928e-05,1.12769e-05,2.19037e-06,2.90032e-06,2.89320e-06,2.44248e-06,2.03891e-06,2.57948e-06,2.33183e-06,1658996460.485109,1658996460.9491076,1658996461.4117286,1658996461.8772008,1658996462.340033,1658996462.802795,1658996463.2651079,1658996463.727904,1658996464.190638,1658996464.653008,1658996465.11573
55.0,54.7466,0.00630,5.54078e+01,5.61933e+01,5.60706e+01,5.60713e+01,5.66157e+01,5.65735e+01,5.65683e+01,5.66004e+01,5.66242e+01,5.65917e+01,5.66037e+01,2.23192e-05,9.22439e-06,1.12703e-05,1.12576e-05,2.18215e-06,2.88530e-06,2.97190e-06,2.43764e-06,2.04080e-06,2.58265e-06,2.38211e-06,1658996467.127457,1658996467.5888844,1658996468.0515344,1658996468.5143068,1658996468.9779189,1658996469.4411955,1658996469.904059,1658996470.3668485,1658996470.8291388,1658996471.2921238,1658996471.754686
55.0,54.7462,0.00630,5.54073e+01,5.61932e+01,5.60706e+01,5.60716e+01,5.66150e+01,5.65726e+01,5.65728e+01,5.66005e+01,5.66233e+01,5.65906e+01,5.66033e+01,2.23199e-05,9.21930e-06,1.12625e-05,1.12460e-05,2.18669e-06,2.89358e-06,2.89034e-06,2.42894e-06,2.04833e-06,2.59374e-06,2.38309e-06,1658996473.7680085,1658996474.2308593,1658996474.6931622,1658996475.1603684,1658996475.6276016,1658996476.089173,1658996476.5518703,1658996477.0145826,1658996477.477173,1658996477.93987,1658996478.4024918
55.0,54.7463,0.00630,5.54074e+01,5.61938e+01,5.60704e+01,5.60725e+01,5.66156e+01,5.65738e+01,5.65691e+01,5.66000e+01,5.66240e+01,5.65910e+01,5.66037e+01,2.23213e-05,9.21140e-06,1.12672e-05,1.12331e-05,2.17830e-06,2.87572e-06,2.95389e-06,2.43922e-06,2.03901e-06,2.58825e-06,2.37778e-06,1658996480.4297237,1658996480.892934,1658996481.3555465,1658996481.818389,1658996482.281133,1658996482.74381,1658996483.206624,1658996483.6690295,1658996484.1365612,1658996484.5991464,1658996485.061696
55.0,54.7466,0.00630,5.54076e+01,5.61939e+01,5.60706e+01,5.60715e+01,5.66158e+01,5.65725e+01,5.65731e+01,5.65999e+01,5.66242e+01,5.65914e+01,5.66070e+01,2.23215e-05,9.21429e-06,1.12689e-05,1.12537e-05,2.18131e-06,2.90288e-06,2.89170e-06,2.44623e-06,2.04043e-06,2.58685e-06,2.32719e-06,1658996487.1000028,1658996487.5626845,1658996488.0251038,1658996488.4878583,1658996488.9528472,1658996489.4155319,1658996489.878339,1658996490.3409767,1658996490.8037734,1658996491.2650745,1658996491.727707
55.0,54.7464,0.00630,5.54077e+01,5.61932e+01,5.60702e+01,5.60717e+01,5.66146e+01,5.65782e+01,5.65734e+01,5.66002e+01,5.66233e+01,5.65913e+01,5.66031e+01,2.23175e-05,9.22188e-06,1.12730e-05,1.12486e-05,2.19741e-06,2.80417e-06,2.88460e-06,2.43752e-06,2.05149e-06,2.58590e-06,2.38872e-06,1658996493.744839,1658996494.207491,1658996494.6701207,1658996495.1332612,1658996495.5966983,1658996496.0593863,1658996496.5215228,1658996496.9847412,1658996497.448909,1658996497.9115522,1658996498.3744383
55.0,54.7461,0.00630,5.54077e+01,5.61917e+01,5.60691e+01,5.60698e+01,5.66151e+01,5.65724e+01,5.65722e+01,5.66001e+01,5.66236e+01,5.65898e+01,5.66028e+01,2.23124e-05,9.24161e-06,1.12864e-05,1.12741e-05,2.18434e-06,2.89592e-06,2.89876e-06,2.43375e-06,2.04148e-06,2.60617e-06,2.38922e-06,1658996500.3888216,1658996500.8515737,1658996501.3144095,1658996501.776997,1658996502.239826,1658996502.7026188,1658996503.1650655,1658996503.6276994,1658996504.090369,1658996504.5531204,1658996505.0157177
55.0,54.7463,0.00630,5.54086e+01,5.61902e+01,5.60662e+01,5.60689e+01,5.66146e+01,5.65727e+01,5.65735e+01,5.65997e+01,5.66233e+01,5.65915e+01,5.66030e+01,2.23009e-05,9.27129e-06,1.13372e-05,1.12921e-05,2.19585e-06,2.89445e-06,2.88085e-06,2.44374e-06,2.05057e-06,2.58087e-06,2.38852e-06,1658996507.0330749,1658996507.4968314,1658996507.9594543,1658996508.4220781,1658996508.8854403,1658996509.348511,1658996509.8142858,1658996510.2778702,1658996510.741259,1658996511.2039528,1658996511.6670568
55.0,54.7469,0.00630,5.54101e+01,5.61884e+01,5.60662e+01,5.60670e+01,5.66157e+01,5.65734e+01,5.65727e+01,5.65999e+01,5.66240e+01,5.65918e+01,5.66039e+01,2.22853e-05,9.31113e-06,1.13477e-05,1.13346e-05,2.18761e-06,2.89232e-06,2.90416e-06,2.44989e-06,2.04894e-06,2.58519e-06,2.38341e-06,1658996513.684336,1658996514.1470532,1658996514.612037,1658996515.074761,1658996515.5371168,1658996515.9998028,1658996516.462656,1658996516.9252548,1658996517.3879342,1658996517.8516183,1658996518.314375
55.0,54.7465,0.00630,5.54097e+01,5.61865e+01,5.60633e+01,5.60653e+01,5.66154e+01,5.65699e+01,5.65741e+01,5.66006e+01,5.66230e+01,5.65903e+01,5.66030e+01,2.22860e-05,9.33606e-06,1.13887e-05,1.13556e-05,2.18488e-06,2.94471e-06,2.87326e-06,2.43270e-06,2.05831e-06,2.60388e-06,2.39279e-06,1658996520.3319535,1658996520.7949398,1658996521.2618132,1658996521.7251256,1658996522.1879818,1658996522.6505024,1658996523.113084,1658996523.575768,1658996524.0386007,1658996524.5008678,1658996524.9648206
55.0,54.7463,0.00630,5.54109e+01,5.61843e+01,5.60619e+01,5.60624e+01,5.66140e+01,5.65727e+01,5.65730e+01,5.65998e+01,5.66229e+01,5.65913e+01,5.66036e+01,2.22626e-05,9.36970e-06,1.14094e-05,1.14008e-05,2.20583e-06,2.89340e-06,2.88836e-06,2.44270e-06,2.05717e-06,2.58372e-06,2.37845e-06,1658996526.975294,1658996527.437609,1658996527.9009504,1658996528.3653471,1658996528.8280284,1658996529.2908823,1658996529.753141,1658996530.2159193,1658996530.6786342,1658996531.1412034,1658996531.6040752
55.0,54.7464,0.00630,5.54100e+01,5.61845e+01,5.60611e+01,5.60629e+01,5.66148e+01,5.65781e+01,5.65695e+01,5.65999e+01,5.66232e+01,5.65908e+01,5.66032e+01,2.22785e-05,9.36802e-06,1.14251e-05,1.13940e-05,2.19376e-06,2.80558e-06,2.94983e-06,2.44267e-06,2.05454e-06,2.59418e-06,2.38648e-06,1658996533.6211236,1658996534.0837407,1658996534.5464864,1658996535.009242,1658996535.474938,1658996535.937261,1658996536.399997,1658996536.8628113,1658996537.3254328,1658996537.7888916,1658996538.2516131
55.0,54.7466,0.00630,5.54110e+01,5.61852e+01,5.60625e+01,5.60634e+01,5.66139e+01,5.65725e+01,5.65734e+01,5.66004e+01,5.66236e+01,5.65914e+01,5.66069e+01,2.22663e-05,9.35898e-06,1.14041e-05,1.13898e-05,2.21286e-06,2.90218e-06,2.88673e-06,2.43675e-06,2.05126e-06,2.58726e-06,2.32848e-06,1658996540.2688682,1658996540.7316668,1658996541.1944585,1658996541.6581528,1658996542.1204371,1658996542.5831523,1658996543.044891,1658996543.5076227,1658996543.97035,1658996544.4329493,1658996544.9000795
55.0,54.7466,0.00630,5.54099e+01,5.61866e+01,5.60630e+01,5.60645e+01,5.66135e+01,5.65723e+01,5.65740e+01,5.65998e+01,5.66245e+01,5.65911e+01,5.66062e+01,2.22843e-05,9.33617e-06,1.13967e-05,1.13718e-05,2.21871e-06,2.90607e-06,2.87664e-06,2.44724e-06,2.03538e-06,2.59210e-06,2.34068e-06,1658996546.9200318,1658996547.382772,1658996547.8452501,1658996548.3087678,1658996548.7714815,1658996549.2337432,1658996549.6966283,1658996550.160889,1658996550.6235812,1658996551.0862882,1658996551.5496683
55.0,54.7461,0.00630,5.54086e+01,5.61884e+01,5.60649e+01,5.60669e+01,5.66115e+01,5.65714e+01,5.65739e+01,5.66000e+01,5.66235e+01,5.65905e+01,5.66025e+01,2.22966e-05,9.29653e-06,1.13570e-05,1.13227e-05,2.24348e-06,2.91254e-06,2.87052e-06,2.43644e-06,2.04404e-06,2.59452e-06,2.39408e-06,1658996553.5618923,1658996554.0251293,1658996554.487925,1658996554.9527497,1658996555.415478,1658996555.8781948,1658996556.3413165,1658996556.8040016,1658996557.2654955,1658996557.7286563,1658996558.1926336
55.0,54.7461,0.00630,5.54082e+01,5.61906e+01,5.60669e+01,5.60691e+01,5.66109e+01,5.65706e+01,5.65693e+01,5.65998e+01,5.66225e+01,5.65903e+01,5.66031e+01,2.23036e-05,9.25997e-06,1.13231e-05,1.12859e-05,2.25352e-06,2.92611e-06,2.94806e-06,2.43817e-06,2.06012e-06,2.59672e-06,2.38464e-06,1658996560.205729,1658996560.669027,1658996561.1343849,1658996561.5972962,1658996562.061592,1658996562.5247154,1658996562.9875677,1658996563.4502494,1658996563.9134958,1658996564.3768377,1658996564.839766
55.0,54.7463,0.00630,5.54076e+01,5.61926e+01,5.60687e+01,5.60713e+01,5.66064e+01,5.65705e+01,5.65727e+01,5.65989e+01,5.66226e+01,5.65912e+01,5.66067e+01,2.23176e-05,9.23145e-06,1.12956e-05,1.12533e-05,2.33247e-06,2.93151e-06,2.89397e-06,2.45732e-06,2.06214e-06,2.58540e-06,2.32692e-06,1658996566.8529677,1658996567.315945,1658996567.7787213,1658996568.241017,1658996568.7039976,1658996569.1666946,1658996569.6289425,1658996570.0916686,1658996570.554546,1658996571.0169733,1658996571.4797075
55.0,54.7466,0.00630,5.54078e+01,5.61934e+01,5.60696e+01,5.60713e+01,5.65885e+01,5.65688e+01,5.65737e+01,5.65999e+01,5.66229e+01,5.65911e+01,5.66031e+01,2.23190e-05,9.22282e-06,1.12864e-05,1.12574e-05,2.63569e-06,2.96344e-06,2.88314e-06,2.44531e-06,2.06237e-06,2.59223e-06,2.39196e-06,1658996573.4960318,1658996573.9586754,1658996574.4212148,1658996574.883958,1658996575.3469312,1658996575.8092492,1658996576.272714,1658996576.7355232,1658996577.1982927,1658996577.6616514,1658996578.124626
55.0,54.747,0.00630,5.54080e+01,5.61939e+01,5.60686e+01,5.60716e+01,5.65463e+01,5.65683e+01,5.65696e+01,5.66003e+01,5.66228e+01,5.65915e+01,5.66029e+01,2.23217e-05,9.22120e-06,1.13102e-05,1.12590e-05,3.34549e-06,2.97894e-06,2.95678e-06,2.44600e-06,2.06978e-06,2.59209e-06,2.40261e-06,1658996580.139986,1658996580.6027172,1658996581.0681252,1658996581.530812,1658996581.9931526,1658996582.4561574,1658996582.9188502,1658996583.3813198,1658996583.8441558,1658996584.3068624,1658996584.7690947
55.0,54.7467,0.00630,5.54077e+01,5.61940e+01,5.60692e+01,5.60713e+01,5.64801e+01,5.65683e+01,5.65693e+01,5.66009e+01,5.66227e+01,5.65908e+01,5.66068e+01,2.23231e-05,9.21321e-06,1.12940e-05,1.12592e-05,4.44465e-06,2.97485e-06,2.95701e-06,2.43122e-06,2.06719e-06,2.59919e-06,2.33266e-06,1658996586.788126,1658996587.2508812,1658996587.7130613,1658996588.1757708,1658996588.6391222,1658996589.1014786,1658996589.5649452,1658996590.0277267,1658996590.4910355,1658996590.9534795,1658996591.4168704
55.0,54.7463,0.00630,5.54074e+01,5.61935e+01,5.60685e+01,5.60706e+01,5.64353e+01,5.65666e+01,5.65720e+01,5.65995e+01,5.66223e+01,5.65895e+01,5.66023e+01,2.23200e-05,9.21512e-06,1.12990e-05,1.12639e-05,5.18428e-06,2.99519e-06,2.90612e-06,2.44729e-06,2.06737e-06,2.61358e-06,2.40142e-06,1658996593.4293554,1658996593.8921196,1658996594.354795,1658996594.8171806,1658996595.279853,1658996595.7428164,1658996596.2051435,1658996596.667798,1658996597.1304471,1658996597.5932524,1658996598.0558949
55.0,54.7465,0.00630,5.54075e+01,5.61938e+01,5.60684e+01,5.60703e+01,5.64143e+01,5.65667e+01,5.65618e+01,5.66000e+01,5.66219e+01,5.65910e+01,5.66026e+01,2.23227e-05,9.21447e-06,1.13050e-05,1.12732e-05,5.53745e-06,2.99665e-06,3.07990e-06,2.44202e-06,2.07802e-06,2.59231e-06,2.39969e-06,1658996600.0709014,1658996600.5332303,1658996600.9959443,1658996601.4587057,1658996601.9211032,1658996602.3838906,1658996602.8454056,1658996603.3088965,1658996603.7717106,1658996604.2346287,1658996604.6972349
55.0,54.7465,0.00630,5.54075e+01,5.61936e+01,5.60687e+01,5.60708e+01,5.63830e+01,5.65699e+01,5.65724e+01,5.65999e+01,5.66208e+01,5.65899e+01,5.66063e+01,2.23229e-05,9.21692e-06,1.13001e-05,1.12641e-05,6.05941e-06,2.94444e-06,2.90262e-06,2.44470e-06,2.09534e-06,2.61106e-06,2.33710e-06,1658996606.7122893,1658996607.1750312,1658996607.6384604,1658996608.1012094,1658996608.5638785,1658996609.0266275,1658996609.489057,1658996609.95657,1658996610.4192383,1658996610.881418,1658996611.344063
55.0,54.7463,0.00630,5.54072e+01,5.61936e+01,5.60682e+01,5.60696e+01,5.64000e+01,5.65640e+01,5.65678e+01,5.65997e+01,5.66197e+01,5.65897e+01,5.66070e+01,2.23236e-05,9.21446e-06,1.13041e-05,1.12809e-05,5.77284e-06,3.03989e-06,2.97641e-06,2.44408e-06,2.11104e-06,2.60999e-06,2.32266e-06,1658996613.3611224,1658996613.8239741,1658996614.2867248,1658996614.74906,1658996615.2117841,1658996615.6744456,1658996616.136995,1658996616.5996099,1658996617.061233,1658996617.5239425,1658996617.9868038
55.0,54.747,0.00630,5.54079e+01,5.61944e+01,5.60689e+01,5.60706e+01,5.63884e+01,5.65634e+01,5.65616e+01,5.66000e+01,5.66183e+01,5.65905e+01,5.66175e+01,2.23246e-05,9.21225e-06,1.13042e-05,1.12770e-05,5.97763e-06,3.06059e-06,3.09057e-06,2.45063e-06,2.14580e-06,2.60964e-06,2.15816e-06,1658996620.0022516,1658996620.4655585,1658996620.9287055,1658996621.3913496,1658996621.8543386,1658996622.3174062,1658996622.7802906,1658996623.2429447,1658996623.705231,1658996624.1681728,1658996624.6309912
55.0,54.7466,0.00630,5.54077e+01,5.61936e+01,5.60690e+01,5.60693e+01,5.64395e+01,5.65618e+01,5.65621e+01,5.65995e+01,5.66164e+01,5.65891e+01,5.66172e+01,2.23206e-05,9.21832e-06,1.12965e-05,1.12909e-05,5.11981e-06,3.08041e-06,3.07642e-06,2.45223e-06,2.17030e-06,2.62535e-06,2.15647e-06,1658996626.6465967,1658996627.1090665,1658996627.57202,1658996628.0347526,1658996628.497051,1658996628.9597757,1658996629.4224946,1658996629.8850744,1658996630.3479042,1658996630.810676,1658996631.273172
55.0,54.7474,0.00630,5.54084e+01,5.61946e+01,5.60681e+01,5.60693e+01,5.65121e+01,5.65710e+01,5.65674e+01,5.66000e+01,5.66171e+01,5.65905e+01,5.66181e+01,2.23228e-05,9.21614e-06,1.13251e-05,1.13045e-05,3.92209e-06,2.94147e-06,3.00084e-06,2.45738e-06,2.17191e-06,2.61495e-06,2.15591e-06,1658996633.2904985,1658996633.753119,1658996634.2200851,1658996634.682836,1658996635.1452925,1658996635.6130865,1658996636.0758553,1658996636.5386565,1658996637.001208,1658996637.4639504,1658996637.926846
55.0,54.7466,0.00630,5.54076e+01,5.61936e+01,5.60680e+01,5.60680e+01,5.65720e+01,5.65647e+01,5.65683e+01,5.65977e+01,5.66148e+01,5.65894e+01,5.66172e+01,2.23221e-05,9.21954e-06,1.13126e-05,1.13128e-05,2.91075e-06,3.03167e-06,2.97184e-06,2.48153e-06,2.19735e-06,2.62100e-06,2.15740e-06,1658996639.944009,1658996640.4072363,1658996640.8698702,1658996641.332922,1658996641.7957098,1658996642.25853,1658996642.7210763,1658996643.1838443,1658996643.6465755,1658996644.107933,1658996644.5712044
55.0,54.7472,0.00630,5.54082e+01,5.61945e+01,5.60674e+01,5.60670e+01,5.65954e+01,5.65677e+01,5.65609e+01,5.65995e+01,5.66147e+01,5.65904e+01,5.66180e+01,2.23229e-05,9.21393e-06,1.13323e-05,1.13403e-05,2.52988e-06,2.99217e-06,3.10523e-06,2.46160e-06,2.20864e-06,2.61476e-06,2.15385e-06,1658996646.5891263,1658996647.0519586,1658996647.5147114,1658996647.9770849,1658996648.439863,1658996648.901272,1658996649.3690915,1658996649.8319588,1658996650.294611,1658996650.7577436,1658996651.2214441
55.0,54.7469,0.00630,5.54080e+01,5.61941e+01,5.60672e+01,5.60669e+01,5.66020e+01,5.65655e+01,5.65706e+01,5.65976e+01,5.66134e+01,5.65892e+01,5.66179e+01,2.23210e-05,9.21571e-06,1.13306e-05,1.13354e-05,2.41562e-06,3.02369e-06,2.93976e-06,2.48860e-06,2.22615e-06,2.62927e-06,2.15067e-06,1658996653.236333,1658996653.6989906,1658996654.161315,1658996654.6310382,1658996655.0932431,1658996655.5559623,1658996656.0186467,1658996656.4810908,1658996656.9438272,1658996657.4067392,1658996657.86915
55.0,54.7469,0.00630,5.54078e+01,5.61945e+01,5.60670e+01,5.60664e+01,5.66028e+01,5.65669e+01,5.65665e+01,5.65969e+01,5.66124e+01,5.65895e+01,5.66170e+01,2.23238e-05,9.20976e-06,1.13351e-05,1.13452e-05,2.40183e-06,3.00122e-06,3.00778e-06,2.49996e-06,2.24264e-06,2.62406e-06,2.16495e-06,1658996659.88842,1658996660.3530016,1658996660.8156004,1658996661.278423,1658996661.741197,1658996662.2038887,1658996662.6665967,1658996663.1290975,1658996663.5960145,1658996664.0588324,1658996664.521204
55.0,54.7467,0.00630,5.54076e+01,5.61941e+01,5.60660e+01,5.60668e+01,5.66067e+01,5.65661e+01,5.65669e+01,5.65969e+01,5.66134e+01,5.65889e+01,5.66170e+01,2.23232e-05,9.21184e-06,1.13474e-05,1.13345e-05,2.33311e-06,3.01106e-06,2.99825e-06,2.49755e-06,2.22187e-06,2.63095e-06,2.16273e-06,1658996666.5328846,1658996666.995639,1658996667.4582913,1658996667.921757,1658996668.3852108,1658996668.8479314,1658996669.3108902,1658996669.7730703,1658996670.2358365,1658996670.6986325,1658996671.1609879
55.0,54.7467,0.00630,5.54076e+01,5.61941e+01,5.60667e+01,5.60662e+01,5.66072e+01,5.65735e+01,5.65669e+01,5.65940e+01,5.66149e+01,5.65891e+01,5.66156e+01,2.23239e-05,9.21202e-06,1.13370e-05,1.13445e-05,2.32612e-06,2.88819e-06,2.99824e-06,2.54497e-06,2.19717e-06,2.62809e-06,2.18597e-06,1658996673.176538,1658996673.6393323,1658996674.1015594,1658996674.5650058,1658996675.0277097,1658996675.4907334,1658996675.9530551,1658996676.4184046,1658996676.8811116,1658996677.3437355,1658996677.8064108
55.0,54.7464,0.00630,5.54074e+01,5.61935e+01,5.60653e+01,5.60657e+01,5.66112e+01,5.65654e+01,5.65647e+01,5.65944e+01,5.66141e+01,5.65880e+01,5.66149e+01,2.23216e-05,9.21683e-06,1.13546e-05,1.13484e-05,2.25415e-06,3.01738e-06,3.02990e-06,2.53334e-06,2.20507e-06,2.63990e-06,2.19242e-06,1658996679.82093,1658996680.2834918,1658996680.7479649,1658996681.2112052,1658996681.6737716,1658996682.1369305,1658996682.599636,1658996683.0625365,1658996683.5249805,1658996683.9876091,1658996684.4504142
55.0,54.7466,0.00630,5.54076e+01,5.61943e+01,5.60654e+01,5.60666e+01,5.66123e+01,5.65685e+01,5.65650e+01,5.65948e+01,5.66156e+01,5.65879e+01,5.66159e+01,2.23222e-05,9.20718e-06,1.13556e-05,1.13361e-05,2.23824e-06,2.96921e-06,3.02775e-06,2.53130e-06,2.18445e-06,2.64584e-06,2.17895e-06,1658996686.462922,1658996686.9251413,1658996687.3879852,1658996687.8507924,1658996688.3132594,1658996688.776033,1658996689.2387915,1658996689.7011316,1658996690.1639104,1658996690.6286533,1658996691.0926425
55.0,54.747,0.00630,5.54079e+01,5.61944e+01,5.60671e+01,5.60655e+01,5.66120e+01,5.65755e+01,5.65668e+01,5.65927e+01,5.66170e+01,5.65884e+01,5.66152e+01,2.23240e-05,9.21220e-06,1.13349e-05,1.13614e-05,2.25020e-06,2.85900e-06,3.00376e-06,2.57304e-06,2.16691e-06,2.64474e-06,2.19654e-06,1658996693.1050582,1658996693.5681505,1658996694.0308523,1658996694.4931185,1658996694.9574513,1658996695.4219408,1658996695.885173,1658996696.3479521,1658996696.810656,1658996697.272969,1658996697.7358024
55.0,54.7463,0.00630,5.54073e+01,5.61935e+01,5.60669e+01,5.60645e+01,5.66134e+01,5.65693e+01,5.65655e+01,5.65919e+01,5.66159e+01,5.65878e+01,5.66132e+01,2.23218e-05,9.21542e-06,1.13262e-05,1.13669e-05,2.21518e-06,2.95148e-06,3.01334e-06,2.57426e-06,2.17421e-06,2.64201e-06,2.21952e-06,1658996699.7461686,1658996700.209328,1658996700.672136,1658996701.134203,1658996701.594899,1658996702.0566065,1658996702.521676,1658996702.9848688,1658996703.447011,1658996703.9049463,1658996704.3674345
55.0,54.7462,0.00630,5.54072e+01,5.61937e+01,5.60650e+01,5.60636e+01,5.66125e+01,5.65687e+01,5.65658e+01,5.65921e+01,5.66165e+01,5.65863e+01,5.66022e+01,2.23221e-05,9.21103e-06,1.13563e-05,1.13789e-05,2.22922e-06,2.95987e-06,3.00794e-06,2.56911e-06,2.16278e-06,2.66524e-06,2.40055e-06,1658996706.4045186,1658996706.86956,1658996707.3328521,1658996707.7961826,1658996708.259019,1658996708.7211123,1658996709.1838253,1658996709.64665,1658996710.108013,1658996710.5694745,1658996711.03208
55.0,54.747,0.00630,5.54080e+01,5.61943e+01,5.60645e+01,5.60648e+01,5.66133e+01,5.65703e+01,5.65632e+01,5.65928e+01,5.66190e+01,5.65881e+01,5.65985e+01,2.23222e-05,9.21447e-06,1.13783e-05,1.13734e-05,2.22881e-06,2.94592e-06,3.06428e-06,2.57044e-06,2.13430e-06,2.64927e-06,2.47572e-06,1658996713.0616338,1658996713.5245686,1658996713.988013,1658996714.4534225,1658996714.9161305,1658996715.3783793,1658996715.841781,1658996716.3052495,1658996716.7679138,1658996717.2308908,1658996717.6931949
55.0,54.7467,0.00630,5.54076e+01,5.61940e+01,5.60646e+01,5.60643e+01,5.66124e+01,5.65701e+01,5.65610e+01,5.65920e+01,5.66180e+01,5.65871e+01,5.65988e+01,2.23237e-05,9.21390e-06,1.13711e-05,1.13761e-05,2.23848e-06,2.94360e-06,3.09498e-06,2.57959e-06,2.14568e-06,2.66010e-06,2.46491e-06,1658996719.7163632,1658996720.1792002,1658996720.641745,1658996721.1049917,1658996721.5677352,1658996722.0305276,1658996722.493056,1658996722.9558027,1658996723.4186616,1658996723.8811288,1658996724.3458104
55.0,54.7471,0.00630,5.54081e+01,5.61946e+01,5.60660e+01,5.60645e+01,5.66128e+01,5.65706e+01,5.65643e+01,5.65915e+01,5.66189e+01,5.65873e+01,5.66022e+01,2.23229e-05,9.21020e-06,1.13549e-05,1.13798e-05,2.23970e-06,2.94230e-06,3.04723e-06,2.59358e-06,2.13666e-06,2.66382e-06,2.41589e-06,1658996726.3584654,1658996726.8291888,1658996727.2919018,1658996727.7546391,1658996728.2171464,1658996728.681721,1658996729.145008,1658996729.6077127,1658996730.070294,1658996730.5335646,1658996730.99715
55.0,54.7462,0.00630,5.54072e+01,5.61930e+01,5.60658e+01,5.60646e+01,5.66119e+01,5.65694e+01,5.65636e+01,5.65928e+01,5.66164e+01,5.65862e+01,5.66033e+01,2.23220e-05,9.22242e-06,1.13429e-05,1.13626e-05,2.23835e-06,2.94728e-06,3.04371e-06,2.55722e-06,2.16469e-06,2.66794e-06,2.38246e-06,1658996733.016011,1658996733.478647,1658996733.9411876,1658996734.4039822,1658996734.8666973,1658996735.3292418,1658996735.7919774,1658996736.2548168,1658996736.7172086,1658996737.1798933,1658996737.6426756
55.0,54.7464,0.00630,5.54073e+01,5.61941e+01,5.60659e+01,5.60649e+01,5.66119e+01,5.65689e+01,5.65633e+01,5.65926e+01,5.66167e+01,5.65867e+01,5.66140e+01,2.23243e-05,9.20797e-06,1.13437e-05,1.13614e-05,2.24231e-06,2.95935e-06,3.05267e-06,2.56383e-06,2.16244e-06,2.66314e-06,2.20728e-06,1658996739.6582217,1658996740.121309,1658996740.5839512,1658996741.046598,1658996741.5091596,1658996741.9718812,1658996742.4346733,1658996742.897179,1658996743.359794,1658996743.8225996,1658996744.2851696
55.0,54.7461,0.00630,5.54070e+01,5.61934e+01,5.60659e+01,5.60661e+01,5.66119e+01,5.65694e+01,5.65620e+01,5.65938e+01,5.66150e+01,5.65870e+01,5.66148e+01,2.23238e-05,9.21356e-06,1.13393e-05,1.13361e-05,2.23793e-06,2.94649e-06,3.06856e-06,2.53920e-06,2.18603e-06,2.65236e-06,2.18893e-06,1658996746.3033535,1658996746.7663202,1658996747.2299037,1658996747.6933172,1658996748.1559262,1658996748.6190557,1658996749.081721,1658996749.5450263,1658996750.0076952,1658996750.4704185,1658996750.9330745
