Start T, Start V, Stop V, Step V, Num Readings, ADC Rate, Sleep HV, Sleep DAC, Sleep Readings
1658993063.4832845, 55.0, 55.0, 1.0, 16000, 4, 5, 1, 0.05
HV_set (V),HV_rdb (V), HV_err (V),VsCH_1 (V),VsCH_2 (V),VsCH_3 (V),VsCH_4 (V),VsCH_5 (V),VsCH_6 (V),VsCH_7 (V),VsCH_8 (V),VsCH_9 (V),VsCH_10 (V),VsCH_11 (V),IsCH_1 (A),IsCH_2 (A),IsCH_3 (A),IsCH_4 (A),IsCH_5 (A),IsCH_6 (A),IsCH_7 (A),IsCH_8 (A),IsCH_9 (A),IsCH_10 (A),IsCH_11 (A),TsCH_1 (s),TsCH_2 (s),TsCH_3 (s),TsCH_4 (s),TsCH_5 (s),TsCH_6 (s),TsCH_7 (s),TsCH_8 (s),TsCH_9 (s),TsCH_10 (s),TsCH_11 (s)
55.0,54.7456,0.00630,5.54059e+01,5.61951e+01,5.60695e+01,5.60713e+01,5.66136e+01,5.65703e+01,5.65697e+01,5.65978e+01,5.66218e+01,5.65883e+01,5.66006e+01,2.23346e-05,9.17702e-06,1.12706e-05,1.12411e-05,2.20054e-06,2.92170e-06,2.93309e-06,2.46474e-06,2.06304e-06,2.62242e-06,2.41695e-06,1659014473.2967649,1659014473.7606113,1659014474.2234879,1659014474.685438,1659014475.1487813,1659014475.6136968,1659014476.0767207,1659014476.5422697,1659014477.0054073,1659014477.469026,1659014477.9317763
55.0,54.7453,0.00630,5.54055e+01,5.61944e+01,5.60697e+01,5.60713e+01,5.66134e+01,5.65704e+01,5.65701e+01,5.65979e+01,5.66219e+01,5.65878e+01,5.66002e+01,2.23353e-05,9.18456e-06,1.12624e-05,1.12358e-05,2.19928e-06,2.91535e-06,2.92079e-06,2.45699e-06,2.05753e-06,2.62546e-06,2.41954e-06,1659014479.942575,1659014480.405168,1659014480.8679442,1659014481.3305922,1659014481.7932882,1659014482.2571566,1659014482.7197068,1659014483.1824656,1659014483.644981,1659014484.1076884,1659014484.5703955
55.0,54.7454,0.00630,5.54057e+01,5.61946e+01,5.60700e+01,5.60712e+01,5.66132e+01,5.65696e+01,5.65662e+01,5.65986e+01,5.66224e+01,5.65882e+01,5.66037e+01,2.23344e-05,9.18159e-06,1.12595e-05,1.12392e-05,2.20322e-06,2.93054e-06,2.98760e-06,2.44778e-06,2.05048e-06,2.62133e-06,2.36160e-06,1659014486.5825408,1659014487.0451372,1659014487.50781,1659014487.9727323,1659014488.4353771,1659014488.8977673,1659014489.3612309,1659014489.8239703,1659014490.2867782,1659014490.7493231,1659014491.2136676
55.0,54.7456,0.00630,5.54059e+01,5.61946e+01,5.60702e+01,5.60720e+01,5.66140e+01,5.65752e+01,5.65647e+01,5.65978e+01,5.66215e+01,5.65887e+01,5.66043e+01,2.23344e-05,9.18627e-06,1.12603e-05,1.12298e-05,2.19307e-06,2.84031e-06,3.01624e-06,2.46319e-06,2.06926e-06,2.61545e-06,2.35575e-06,1659014493.233901,1659014493.6972337,1659014494.1599855,1659014494.6214917,1659014495.0849385,1659014495.5476885,1659014496.0109837,1659014496.4734724,1659014496.937043,1659014497.3997095,1659014497.86129
55.0,54.7454,0.00630,5.54056e+01,5.61946e+01,5.60704e+01,5.60717e+01,5.66128e+01,5.65701e+01,5.65666e+01,5.65988e+01,5.66215e+01,5.65886e+01,5.66045e+01,2.23361e-05,9.18178e-06,1.12526e-05,1.12311e-05,2.21082e-06,2.92198e-06,2.98132e-06,2.44355e-06,2.06612e-06,2.61376e-06,2.34863e-06,1659014499.8777475,1659014500.3409896,1659014500.8037162,1659014501.2666223,1659014501.7290235,1659014502.1916792,1659014502.6539109,1659014503.1168628,1659014503.5793626,1659014504.041774,1659014504.5050585
55.0,54.7453,0.00630,5.54056e+01,5.61948e+01,5.60710e+01,5.60710e+01,5.66135e+01,5.65703e+01,5.65660e+01,5.65978e+01,5.66214e+01,5.65880e+01,5.66005e+01,2.23346e-05,9.17758e-06,1.12413e-05,1.12414e-05,2.19640e-06,2.91807e-06,2.98979e-06,2.45950e-06,2.06561e-06,2.62195e-06,2.41403e-06,1659014506.5199933,1659014506.9848192,1659014507.4477062,1659014507.9104571,1659014508.3730512,1659014508.8359568,1659014509.298647,1659014509.7640183,1659014510.2267513,1659014510.689258,1659014511.15195
55.0,54.7454,0.00630,5.54056e+01,5.61948e+01,5.60700e+01,5.60718e+01,5.66138e+01,5.65696e+01,5.65656e+01,5.65984e+01,5.66212e+01,5.65884e+01,5.66010e+01,2.23354e-05,9.17943e-06,1.12592e-05,1.12293e-05,2.19401e-06,2.92991e-06,2.99661e-06,2.45064e-06,2.06978e-06,2.61715e-06,2.40805e-06,1659014513.1711338,1659014513.6326642,1659014514.0982404,1659014514.5613713,1659014515.026795,1659014515.4890783,1659014515.9518712,1659014516.4145992,1659014516.8770113,1659014517.341287,1659014517.8041294
55.0,54.7456,0.00630,5.54058e+01,5.61949e+01,5.60707e+01,5.60721e+01,5.66132e+01,5.65708e+01,5.65663e+01,5.65980e+01,5.66214e+01,5.65882e+01,5.66041e+01,2.23361e-05,9.18129e-06,1.12517e-05,1.12273e-05,2.20700e-06,2.91455e-06,2.98911e-06,2.45999e-06,2.07121e-06,2.62449e-06,2.35891e-06,1659014519.8169084,1659014520.2796862,1659014520.742694,1659014521.2051148,1659014521.6678195,1659014522.1306465,1659014522.5932574,1659014523.0559425,1659014523.5186846,1659014523.9811711,1659014524.4438367
55.0,54.7458,0.00630,5.54059e+01,5.61953e+01,5.60706e+01,5.60721e+01,5.66139e+01,5.65706e+01,5.65705e+01,5.65984e+01,5.66223e+01,5.65878e+01,5.66008e+01,2.23365e-05,9.17777e-06,1.12558e-05,1.12312e-05,2.19927e-06,2.92153e-06,2.92281e-06,2.45741e-06,2.05967e-06,2.63445e-06,2.41749e-06,1659014526.460817,1659014526.9235828,1659014527.3862967,1659014527.850255,1659014528.3137217,1659014528.7813866,1659014529.2448714,1659014529.7089581,1659014530.171628,1659014530.6344569,1659014531.096956
55.0,54.7457,0.00630,5.54059e+01,5.61954e+01,5.60707e+01,5.60726e+01,5.66132e+01,5.65716e+01,5.65606e+01,5.65981e+01,5.66217e+01,5.65889e+01,5.66043e+01,2.23361e-05,9.17423e-06,1.12523e-05,1.12217e-05,2.20883e-06,2.90218e-06,3.08601e-06,2.46052e-06,2.06640e-06,2.61457e-06,2.35808e-06,1659014533.1157892,1659014533.5772514,1659014534.0399725,1659014534.5028067,1659014534.9708037,1659014535.4332328,1659014535.896016,1659014536.3585832,1659014536.8210459,1659014537.283789,1659014537.7465296
55.0,54.7455,0.00630,5.54057e+01,5.61951e+01,5.60704e+01,5.60715e+01,5.66137e+01,5.65705e+01,5.65701e+01,5.65973e+01,5.66218e+01,5.65885e+01,5.66045e+01,2.23349e-05,9.17511e-06,1.12547e-05,1.12356e-05,2.19800e-06,2.91800e-06,2.92421e-06,2.47145e-06,2.06301e-06,2.61758e-06,2.34979e-06,1659014539.7618403,1659014540.2292385,1659014540.691876,1659014541.1550548,1659014541.617686,1659014542.0808058,1659014542.5440323,1659014543.0069962,1659014543.4696712,1659014543.9331896,1659014544.3975189
55.0,54.7457,0.00630,5.54059e+01,5.61952e+01,5.60704e+01,5.60716e+01,5.66137e+01,5.65707e+01,5.65673e+01,5.65986e+01,5.66213e+01,5.65887e+01,5.66053e+01,2.23353e-05,9.17666e-06,1.12586e-05,1.12370e-05,2.20133e-06,2.91754e-06,2.97342e-06,2.45297e-06,2.07333e-06,2.61703e-06,2.34106e-06,1659014546.4249375,1659014546.8897638,1659014547.3531578,1659014547.816004,1659014548.2787774,1659014548.7413988,1659014549.2043552,1659014549.6670935,1659014550.129238,1659014550.5918565,1659014551.0547204
55.0,54.7456,0.00630,5.54058e+01,5.61950e+01,5.60705e+01,5.60712e+01,5.66134e+01,5.65699e+01,5.65644e+01,5.65986e+01,5.66213e+01,5.65890e+01,5.66010e+01,2.23350e-05,9.17953e-06,1.12546e-05,1.12435e-05,2.20381e-06,2.92960e-06,3.02083e-06,2.45044e-06,2.07148e-06,2.61142e-06,2.41009e-06,1659014553.070572,1659014553.5330958,1659014553.995892,1659014554.4586449,1659014554.9210432,1659014555.3837705,1659014555.8465934,1659014556.3090208,1659014556.771915,1659014557.2348552,1659014557.697092
55.0,54.7455,0.00630,5.54057e+01,5.61949e+01,5.60700e+01,5.60719e+01,5.66143e+01,5.65707e+01,5.65713e+01,5.65973e+01,5.66209e+01,5.65892e+01,5.66042e+01,2.23364e-05,9.17920e-06,1.12615e-05,1.12296e-05,2.18804e-06,2.91379e-06,2.90473e-06,2.47070e-06,2.07765e-06,2.60636e-06,2.35500e-06,1659014559.7103825,1659014560.1729958,1659014560.6372628,1659014561.0999036,1659014561.5627182,1659014562.0250568,1659014562.4877646,1659014562.9505765,1659014563.417815,1659014563.8810499,1659014564.343832
55.0,54.7461,0.00630,5.54063e+01,5.61955e+01,5.60712e+01,5.60728e+01,5.66135e+01,5.65712e+01,5.65630e+01,5.65985e+01,5.66219e+01,5.65892e+01,5.66048e+01,2.23356e-05,9.17877e-06,1.12510e-05,1.12243e-05,2.21042e-06,2.91588e-06,3.05180e-06,2.46089e-06,2.07075e-06,2.61531e-06,2.35497e-06,1659014566.3588724,1659014566.8211558,1659014567.2840257,1659014567.7488797,1659014568.211503,1659014568.674284,1659014569.1400275,1659014569.6028178,1659014570.065206,1659014570.5292492,1659014570.992696
55.0,54.7455,0.00630,5.54057e+01,5.61948e+01,5.60703e+01,5.60713e+01,5.66138e+01,5.65710e+01,5.65694e+01,5.65984e+01,5.66219e+01,5.65885e+01,5.66033e+01,2.23357e-05,9.18146e-06,1.12559e-05,1.12401e-05,2.19624e-06,2.90942e-06,2.93590e-06,2.45239e-06,2.05989e-06,2.61670e-06,2.37077e-06,1659014573.005786,1659014573.470994,1659014573.933254,1659014574.3960776,1659014574.8587794,1659014575.321222,1659014575.783744,1659014576.2465367,1659014576.709066,1659014577.1734786,1659014577.6365619
55.0,54.7461,0.00630,5.54063e+01,5.61955e+01,5.60716e+01,5.60723e+01,5.66142e+01,5.65705e+01,5.65664e+01,5.65991e+01,5.66222e+01,5.65887e+01,5.66019e+01,2.23362e-05,9.17878e-06,1.12450e-05,1.12334e-05,2.19814e-06,2.92691e-06,2.99578e-06,2.45058e-06,2.06470e-06,2.62402e-06,2.40374e-06,1659014579.6536567,1659014580.1167023,1659014580.5793743,1659014581.0415325,1659014581.504718,1659014581.9670372,1659014582.430611,1659014582.8932362,1659014583.3559365,1659014583.8186846,1659014584.281106
55.0,54.746,0.00630,5.54062e+01,5.61953e+01,5.60703e+01,5.60719e+01,5.66143e+01,5.65705e+01,5.65642e+01,5.65981e+01,5.66224e+01,5.65885e+01,5.66006e+01,2.23351e-05,9.18072e-06,1.12646e-05,1.12375e-05,2.19562e-06,2.92605e-06,3.03125e-06,2.46512e-06,2.06123e-06,2.62485e-06,2.42399e-06,1659014586.2967167,1659014586.7601376,1659014587.2227526,1659014587.6850638,1659014588.1500978,1659014588.615972,1659014589.0787003,1659014589.541136,1659014590.004146,1659014590.4668143,1659014590.9292147
55.0,54.746,0.00630,5.54062e+01,5.61953e+01,5.60710e+01,5.60717e+01,5.66141e+01,5.65712e+01,5.65629e+01,5.65981e+01,5.66224e+01,5.65880e+01,5.66008e+01,2.23357e-05,9.18057e-06,1.12523e-05,1.12410e-05,2.19829e-06,2.91490e-06,3.05202e-06,2.46584e-06,2.05987e-06,2.63407e-06,2.42105e-06,1659014592.9505773,1659014593.4130983,1659014593.8757207,1659014594.338504,1659014594.801143,1659014595.2655606,1659014595.7289886,1659014596.191567,1659014596.6542323,1659014597.1174078,1659014597.5801482
55.0,54.7459,0.00630,5.54060e+01,5.61953e+01,5.60701e+01,5.60717e+01,5.66137e+01,5.65706e+01,5.65641e+01,5.65979e+01,5.66215e+01,5.65885e+01,5.66044e+01,2.23366e-05,9.17882e-06,1.12662e-05,1.12396e-05,2.20444e-06,2.92216e-06,3.03026e-06,2.46784e-06,2.07341e-06,2.62403e-06,2.35841e-06,1659014599.5959966,1659014600.058581,1659014600.5210478,1659014600.9853697,1659014601.448125,1659014601.9109862,1659014602.3732743,1659014602.8360362,1659014603.298815,1659014603.765816,1659014604.229204
55.0,54.7458,0.00630,5.54059e+01,5.61953e+01,5.60705e+01,5.60722e+01,5.66141e+01,5.65704e+01,5.65660e+01,5.65983e+01,5.66212e+01,5.65882e+01,5.66040e+01,2.23367e-05,9.17686e-06,1.12585e-05,1.12290e-05,2.19556e-06,2.92433e-06,2.99659e-06,2.45928e-06,2.07663e-06,2.62811e-06,2.36322e-06,1659014606.2453258,1659014606.708866,1659014607.1717029,1659014607.6344085,1659014608.0973556,1659014608.560071,1659014609.0231514,1659014609.4856822,1659014609.948981,1659014610.4117978,1659014610.8745947
55.0,54.7457,0.00630,5.54059e+01,5.61951e+01,5.60710e+01,5.60718e+01,5.66139e+01,5.65703e+01,5.65655e+01,5.65986e+01,5.66212e+01,5.65886e+01,5.66006e+01,2.23351e-05,9.17926e-06,1.12477e-05,1.12352e-05,2.19786e-06,2.92478e-06,3.00380e-06,2.45263e-06,2.07592e-06,2.61904e-06,2.41846e-06,1659014612.888596,1659014613.3536642,1659014613.8174229,1659014614.2808685,1659014614.74543,1659014615.2082865,1659014615.6710377,1659014616.1332567,1659014616.5960362,1659014617.0588396,1659014617.5257678
55.0,54.7456,0.00630,5.54058e+01,5.61948e+01,5.60701e+01,5.60714e+01,5.66141e+01,5.65697e+01,5.65710e+01,5.65983e+01,5.66214e+01,5.65882e+01,5.66010e+01,2.23364e-05,9.18184e-06,1.12604e-05,1.12391e-05,2.19223e-06,2.93240e-06,2.91115e-06,2.45580e-06,2.07098e-06,2.62339e-06,2.41040e-06,1659014619.5383306,1659014620.0091608,1659014620.471721,1659014620.9337692,1659014621.397171,1659014621.85981,1659014622.322508,1659014622.785286,1659014623.248717,1659014623.7125182,1659014624.1752892
55.0,54.7452,0.00630,5.54054e+01,5.61944e+01,5.60700e+01,5.60710e+01,5.66133e+01,5.65695e+01,5.65628e+01,5.65978e+01,5.66208e+01,5.65876e+01,5.66001e+01,2.23357e-05,9.18152e-06,1.12567e-05,1.12388e-05,2.19968e-06,2.92977e-06,3.04094e-06,2.45731e-06,2.07325e-06,2.62736e-06,2.41916e-06,1659014626.2000313,1659014626.6626444,1659014627.1251276,1659014627.5878248,1659014628.0504892,1659014628.5130548,1659014628.975837,1659014629.438624,1659014629.901038,1659014630.3638554,1659014630.8264608
55.0,54.7453,0.00630,5.54054e+01,5.61947e+01,5.60702e+01,5.60715e+01,5.66134e+01,5.65708e+01,5.65703e+01,5.65981e+01,5.66214e+01,5.65875e+01,5.66006e+01,2.23369e-05,9.17845e-06,1.12541e-05,1.12322e-05,2.19908e-06,2.90827e-06,2.91802e-06,2.45464e-06,2.06579e-06,2.63123e-06,2.41154e-06,1659014632.8449013,1659014633.3077512,1659014633.7703986,1659014634.2330074,1659014634.695932,1659014635.1587725,1659014635.621095,1659014636.0838945,1659014636.5467355,1659014637.0090945,1659014637.4718385
55.0,54.7455,0.00630,5.54057e+01,5.61947e+01,5.60702e+01,5.60719e+01,5.66134e+01,5.65706e+01,5.65652e+01,5.65979e+01,5.66216e+01,5.65873e+01,5.66041e+01,2.23349e-05,9.18171e-06,1.12584e-05,1.12302e-05,2.20255e-06,2.91647e-06,3.00588e-06,2.46011e-06,2.06537e-06,2.63652e-06,2.35767e-06,1659014639.486514,1659014639.9491801,1659014640.4140399,1659014640.8770537,1659014641.3397493,1659014641.8025525,1659014642.2652133,1659014642.7279444,1659014643.1919742,1659014643.6534154,1659014644.116583
55.0,54.7458,0.00630,5.54060e+01,5.61950e+01,5.60703e+01,5.60713e+01,5.66134e+01,5.65700e+01,5.65714e+01,5.65984e+01,5.66218e+01,5.65881e+01,5.66009e+01,2.23360e-05,9.18296e-06,1.12616e-05,1.12440e-05,2.20667e-06,2.93128e-06,2.90705e-06,2.45808e-06,2.06740e-06,2.62906e-06,2.41497e-06,1659014646.125763,1659014646.5892627,1659014647.0519528,1659014647.5171068,1659014647.9799237,1659014648.4427576,1659014648.9050937,1659014649.3679373,1659014649.8307583,1659014650.293313,1659014650.756069
55.0,54.7457,0.00630,5.54058e+01,5.61951e+01,5.60704e+01,5.60718e+01,5.66135e+01,5.65709e+01,5.65703e+01,5.65981e+01,5.66218e+01,5.65882e+01,5.66044e+01,2.23365e-05,9.17857e-06,1.12575e-05,1.12337e-05,2.20430e-06,2.91346e-06,2.92363e-06,2.46130e-06,2.06498e-06,2.62540e-06,2.35503e-06,1659014652.771084,1659014653.2333496,1659014653.696101,1659014654.1588697,1659014654.6210654,1659014655.0836387,1659014655.546485,1659014656.009085,1659014656.471802,1659014656.934579,1659014657.3973286
55.0,54.7449,0.00630,5.54051e+01,5.61944e+01,5.60696e+01,5.60706e+01,5.66130e+01,5.65699e+01,5.65621e+01,5.65973e+01,5.66207e+01,5.65876e+01,5.65995e+01,2.23352e-05,9.17651e-06,1.12585e-05,1.12413e-05,2.19896e-06,2.91729e-06,3.04662e-06,2.46124e-06,2.07052e-06,2.62167e-06,2.42444e-06,1659014659.408062,1659014659.8708532,1659014660.3333025,1659014660.7967465,1659014661.2595038,1659014661.7223327,1659014662.1857963,1659014662.647455,1659014663.1102805,1659014663.5737612,1659014664.0400138
55.0,54.7453,0.00630,5.54056e+01,5.61947e+01,5.60694e+01,5.60715e+01,5.66138e+01,5.65696e+01,5.65692e+01,5.65984e+01,5.66215e+01,5.65878e+01,5.66036e+01,2.23343e-05,9.17869e-06,1.12681e-05,1.12334e-05,2.19299e-06,2.92882e-06,2.93559e-06,2.44817e-06,2.06311e-06,2.62623e-06,2.36274e-06,1659014666.057895,1659014666.5250425,1659014666.9876776,1659014667.450377,1659014667.9181592,1659014668.3813925,1659014668.8441381,1659014669.307001,1659014669.7694356,1659014670.2328932,1659014670.6956816
55.0,54.745,0.00630,5.54052e+01,5.61943e+01,5.60696e+01,5.60701e+01,5.66131e+01,5.65701e+01,5.65705e+01,5.65972e+01,5.66216e+01,5.65876e+01,5.66037e+01,2.23363e-05,9.18051e-06,1.12599e-05,1.12512e-05,2.19913e-06,2.91631e-06,2.90980e-06,2.46469e-06,2.05789e-06,2.62476e-06,2.35636e-06,1659014672.7149062,1659014673.1770983,1659014673.6398587,1659014674.1026971,1659014674.5649772,1659014675.0275953,1659014675.4905071,1659014675.9530756,1659014676.4184957,1659014676.8811367,1659014677.343911
55.0,54.7456,0.00630,5.54059e+01,5.61946e+01,5.60708e+01,5.60716e+01,5.66138e+01,5.65708e+01,5.65628e+01,5.65977e+01,5.66212e+01,5.65882e+01,5.66007e+01,2.23338e-05,9.18632e-06,1.12501e-05,1.12361e-05,2.19646e-06,2.91339e-06,3.04688e-06,2.46637e-06,2.07321e-06,2.62318e-06,2.41509e-06,1659014679.358186,1659014679.8215013,1659014680.2846968,1659014680.7487512,1659014681.2115054,1659014681.67432,1659014682.1375265,1659014682.6040592,1659014683.0667307,1659014683.5290132,1659014683.991689
55.0,54.7453,0.00630,5.54055e+01,5.61946e+01,5.60696e+01,5.60715e+01,5.66137e+01,5.65707e+01,5.65672e+01,5.65984e+01,5.66212e+01,5.65885e+01,5.66000e+01,2.23351e-05,9.18092e-06,1.12641e-05,1.12322e-05,2.19463e-06,2.91028e-06,2.96936e-06,2.44837e-06,2.06923e-06,2.61356e-06,2.42178e-06,1659014686.0033011,1659014686.465517,1659014686.928533,1659014687.3928485,1659014687.8568568,1659014688.321589,1659014688.7851396,1659014689.2479105,1659014689.7106109,1659014690.1730857,1659014690.6400466
55.0,54.7454,0.00630,5.54056e+01,5.61950e+01,5.60692e+01,5.60713e+01,5.66127e+01,5.65704e+01,5.65670e+01,5.65978e+01,5.66216e+01,5.65884e+01,5.66038e+01,2.23357e-05,9.17581e-06,1.12731e-05,1.12376e-05,2.21285e-06,2.91782e-06,2.97326e-06,2.46068e-06,2.06447e-06,2.61778e-06,2.36021e-06,1659014692.653076,1659014693.1157944,1659014693.5784535,1659014694.041014,1659014694.503699,1659014694.9681754,1659014695.4308074,1659014695.893117,1659014696.355915,1659014696.8186452,1659014697.2809842
55.0,54.7457,0.00630,5.54059e+01,5.61950e+01,5.60698e+01,5.60718e+01,5.66143e+01,5.65705e+01,5.65650e+01,5.65981e+01,5.66224e+01,5.65887e+01,5.66040e+01,2.23357e-05,9.18010e-06,1.12683e-05,1.12339e-05,2.18993e-06,2.92152e-06,3.01298e-06,2.46030e-06,2.05483e-06,2.61799e-06,2.36252e-06,1659014699.295793,1659014699.758504,1659014700.2210913,1659014700.684025,1659014701.148252,1659014701.6106045,1659014702.0723999,1659014702.5349243,1659014702.9999917,1659014703.4635403,1659014703.9213824
55.0,54.7458,0.00630,5.54059e+01,5.61954e+01,5.60700e+01,5.60720e+01,5.66139e+01,5.65697e+01,5.65637e+01,5.65986e+01,5.66211e+01,5.65888e+01,5.66012e+01,2.23373e-05,9.17592e-06,1.12666e-05,1.12328e-05,2.19826e-06,2.93639e-06,3.03498e-06,2.45431e-06,2.07928e-06,2.61663e-06,2.41140e-06,1659014705.936097,1659014706.3991244,1659014706.8613815,1659014707.324,1659014707.7887506,1659014708.25145,1659014708.7136066,1659014709.1768088,1659014709.641555,1659014710.1051576,1659014710.5723999
55.0,54.746,0.00630,5.54063e+01,5.61949e+01,5.60705e+01,5.60719e+01,5.66146e+01,5.65700e+01,5.65649e+01,5.65985e+01,5.66223e+01,5.65889e+01,5.66015e+01,2.23346e-05,9.18722e-06,1.12604e-05,1.12382e-05,2.19021e-06,2.93324e-06,3.01865e-06,2.45851e-06,2.06235e-06,2.61872e-06,2.40944e-06,1659014712.5878835,1659014713.0507288,1659014713.5132422,1659014713.9758947,1659014714.437374,1659014714.9001174,1659014715.3628762,1659014715.825205,1659014716.2880611,1659014716.7508037,1659014717.213216
55.0,54.7461,0.00630,5.54064e+01,5.61955e+01,5.60707e+01,5.60723e+01,5.66145e+01,5.65715e+01,5.65694e+01,5.65984e+01,5.66223e+01,5.65895e+01,5.66014e+01,2.23347e-05,9.17970e-06,1.12592e-05,1.12329e-05,2.19360e-06,2.91087e-06,2.94527e-06,2.46224e-06,2.06368e-06,2.61077e-06,2.41246e-06,1659014719.2433178,1659014719.705436,1659014720.168101,1659014720.6307526,1659014721.0930705,1659014721.555792,1659014722.018623,1659014722.4811926,1659014722.9421036,1659014723.4053013,1659014723.8680599
55.0,54.746,0.00630,5.54062e+01,5.61953e+01,5.60703e+01,5.60718e+01,5.66137e+01,5.65750e+01,5.65645e+01,5.65984e+01,5.66219e+01,5.65891e+01,5.66016e+01,2.23362e-05,9.17995e-06,1.12641e-05,1.12392e-05,2.20496e-06,2.85114e-06,3.02578e-06,2.46089e-06,2.06831e-06,2.61598e-06,2.40786e-06,1659014725.8989484,1659014726.361311,1659014726.8240116,1659014727.2868733,1659014727.752142,1659014728.2148137,1659014728.6770766,1659014729.1397855,1659014729.6027372,1659014730.0650647,1659014730.527749
55.0,54.7467,0.00630,5.54069e+01,5.61961e+01,5.60714e+01,5.60722e+01,5.66148e+01,5.65714e+01,5.65680e+01,5.65990e+01,5.66227e+01,5.65893e+01,5.66053e+01,2.23357e-05,9.17914e-06,1.12570e-05,1.12442e-05,2.19892e-06,2.92261e-06,2.97896e-06,2.46165e-06,2.06745e-06,2.62325e-06,2.35747e-06,1659014732.5610654,1659014733.0264018,1659014733.489027,1659014733.9519331,1659014734.414637,1659014734.8770893,1659014735.3399231,1659014735.8028371,1659014736.2651424,1659014736.7279098,1659014737.1905377
55.0,54.746,0.00630,5.54063e+01,5.61952e+01,5.60709e+01,5.60714e+01,5.66142e+01,5.65710e+01,5.65674e+01,5.65982e+01,5.66222e+01,5.65898e+01,5.66045e+01,2.23338e-05,9.18153e-06,1.12549e-05,1.12455e-05,2.19733e-06,2.91741e-06,2.97687e-06,2.46432e-06,2.06390e-06,2.60372e-06,2.35926e-06,1659014739.217246,1659014739.680038,1659014740.1452322,1659014740.6119902,1659014741.07565,1659014741.537773,1659014742.0010452,1659014742.4639,1659014742.926827,1659014743.3891218,1659014743.8517764
55.0,54.746,0.00630,5.54063e+01,5.61951e+01,5.60698e+01,5.60717e+01,5.66134e+01,5.65701e+01,5.65715e+01,5.65991e+01,5.66215e+01,5.65897e+01,5.66052e+01,2.23346e-05,9.18469e-06,1.12731e-05,1.12416e-05,2.21055e-06,2.93199e-06,2.90832e-06,2.44945e-06,2.07524e-06,2.60639e-06,2.34709e-06,1659014745.8668265,1659014746.3292704,1659014746.7920074,1659014747.2547896,1659014747.7171113,1659014748.1798296,1659014748.6427155,1659014749.1049824,1659014749.5676289,1659014750.030364,1659014750.493202
55.0,54.7463,0.00630,5.54066e+01,5.61957e+01,5.60708e+01,5.60720e+01,5.66142e+01,5.65716e+01,5.65671e+01,5.65990e+01,5.66222e+01,5.65897e+01,5.66059e+01,2.23333e-05,9.17838e-06,1.12609e-05,1.12418e-05,2.20204e-06,2.91190e-06,2.98702e-06,2.45515e-06,2.06940e-06,2.61101e-06,2.34067e-06,1659014752.5127795,1659014752.9755626,1659014753.438397,1659014753.9011195,1659014754.3639832,1659014754.826996,1659014755.2891774,1659014755.7519622,1659014756.2169547,1659014756.681438,1659014757.1447415
55.0,54.7466,0.00630,5.54069e+01,5.61956e+01,5.60706e+01,5.60724e+01,5.66146e+01,5.65711e+01,5.65696e+01,5.65986e+01,5.66231e+01,5.65898e+01,5.66155e+01,2.23339e-05,9.18512e-06,1.12695e-05,1.12393e-05,2.20020e-06,2.92601e-06,2.95070e-06,2.46811e-06,2.05914e-06,2.61417e-06,2.18479e-06,1659014759.155426,1659014759.6175823,1659014760.0808017,1659014760.5434952,1659014761.0063262,1659014761.4698126,1659014761.933014,1659014762.3959627,1659014762.8586316,1659014763.3211868,1659014763.7840595
55.0,54.7458,0.00630,5.54060e+01,5.61952e+01,5.60704e+01,5.60714e+01,5.66142e+01,5.65707e+01,5.65708e+01,5.65984e+01,5.66214e+01,5.65895e+01,5.66150e+01,2.23351e-05,9.17929e-06,1.12599e-05,1.12427e-05,2.19324e-06,2.91962e-06,2.91807e-06,2.45766e-06,2.07347e-06,2.60498e-06,2.18054e-06,1659014765.800745,1659014766.2634234,1659014766.7262723,1659014767.195033,1659014767.6572595,1659014768.1198852,1659014768.584886,1659014769.047653,1659014769.5104642,1659014769.9731581,1659014770.4359095
55.0,54.746,0.00630,5.54061e+01,5.61953e+01,5.60700e+01,5.60718e+01,5.66147e+01,5.65706e+01,5.65664e+01,5.65986e+01,5.66221e+01,5.65886e+01,5.66152e+01,2.23367e-05,9.18081e-06,1.12701e-05,1.12399e-05,2.18808e-06,2.92475e-06,2.99431e-06,2.45771e-06,2.06515e-06,2.62391e-06,2.17974e-06,1659014772.453759,1659014772.9173217,1659014773.3799691,1659014773.842604,1659014774.3098133,1659014774.7730997,1659014775.235783,1659014775.698049,1659014776.1603944,1659014776.6262007,1659014777.0894856
55.0,54.7464,0.00630,5.54066e+01,5.61956e+01,5.60706e+01,5.60721e+01,5.66141e+01,5.65716e+01,5.65652e+01,5.65983e+01,5.66227e+01,5.65898e+01,5.66151e+01,2.23354e-05,9.18285e-06,1.12664e-05,1.12404e-05,2.20614e-06,2.91462e-06,3.02141e-06,2.46823e-06,2.06171e-06,2.61017e-06,2.18841e-06,1659014779.103814,1659014779.566531,1659014780.0291207,1659014780.4919603,1659014780.9534702,1659014781.4165354,1659014781.8806083,1659014782.3432117,1659014782.8057451,1659014783.269316,1659014783.732735
