Start T, Start V, Stop V, Step V, Num Readings, ADC Rate, Sleep HV, Sleep DAC, Sleep Readings
1659650910.4424322, 51.0, 51.0, 0.1, 3000, 4, 5, 1, 0.05
HV_set (V),HV_rdb (V), HV_err (V),VsCH_8 (V),IsCH_8 (A),TsCH_8 (s)
51.0,50.7297,0.00290,5.26442e+01,1.42556e-06,1659652356.9856002
51.0,50.7308,0.00290,5.26465e+01,1.40570e-06,1659652359.0011885
51.0,50.7301,0.00290,5.26471e+01,1.38322e-06,1659652361.0273528
51.0,50.7306,0.00290,5.26479e+01,1.37855e-06,1659652363.0428822
51.0,50.7293,0.00290,5.26439e+01,1.42361e-06,1659652365.0557597
51.0,50.7298,0.00290,5.26474e+01,1.37314e-06,1659652367.0730977
51.0,50.7299,0.00290,5.26446e+01,1.42245e-06,1659652369.0864444
51.0,50.7299,0.00290,5.26462e+01,1.39565e-06,1659652371.098144
51.0,50.7299,0.00290,5.26452e+01,1.41274e-06,1659652373.111879
51.0,50.7303,0.00290,5.26453e+01,1.41660e-06,1659652375.11998
51.0,50.7297,0.00290,5.26429e+01,1.44680e-06,1659652377.1411612
51.0,50.7306,0.00290,5.26484e+01,1.36968e-06,1659652379.1625452
51.0,50.7314,0.00290,5.26487e+01,1.37789e-06,1659652381.1776795
51.0,50.7305,0.00290,5.26442e+01,1.43851e-06,1659652383.1906207
51.0,50.7303,0.00290,5.26467e+01,1.39451e-06,1659652385.2023723
51.0,50.7286,0.00290,5.26416e+01,1.45004e-06,1659652387.2159564
51.0,50.7298,0.00290,5.26455e+01,1.40576e-06,1659652389.2295277
51.0,50.73,0.00290,5.26461e+01,1.39912e-06,1659652391.2437022
51.0,50.7307,0.00290,5.26471e+01,1.39433e-06,1659652393.2525811
51.0,50.7308,0.00290,5.26475e+01,1.38853e-06,1659652395.2687836
51.0,50.7302,0.00290,5.26432e+01,1.45054e-06,1659652397.2906573
51.0,50.7309,0.00290,5.26450e+01,1.43140e-06,1659652399.3301213
51.0,50.7299,0.00290,5.26470e+01,1.38237e-06,1659652401.3636963
51.0,50.7303,0.00290,5.26450e+01,1.42128e-06,1659652403.3917985
51.0,50.7307,0.00290,5.26428e+01,1.46610e-06,1659652405.415899
51.0,50.7304,0.00290,5.26424e+01,1.46715e-06,1659652407.4461033
51.0,50.6794,0.00290,5.25933e+01,1.43562e-06,1659652409.4850903
51.0,50.7299,0.00290,5.26437e+01,1.43725e-06,1659652411.5144415
51.0,50.7302,0.00290,5.26466e+01,1.39344e-06,1659652413.5382147
51.0,50.7299,0.00290,5.26430e+01,1.44945e-06,1659652415.5709314
51.0,50.7299,0.00290,5.26429e+01,1.44965e-06,1659652417.616597
51.0,50.7305,0.00290,5.26420e+01,1.47558e-06,1659652419.6407564
51.0,50.7295,0.00290,5.26416e+01,1.46538e-06,1659652421.6804147
51.0,50.7297,0.00290,5.26438e+01,1.43249e-06,1659652423.7069483
51.0,50.7287,0.00290,5.26441e+01,1.40992e-06,1659652425.731732
51.0,50.7304,0.00290,5.26466e+01,1.39743e-06,1659652427.7480834
51.0,50.7295,0.00290,5.26415e+01,1.46763e-06,1659652429.7653332
51.0,50.7307,0.00290,5.26440e+01,1.44617e-06,1659652431.7751148
51.0,50.73,0.00290,5.26437e+01,1.43829e-06,1659652433.7849278
51.0,50.7298,0.00290,5.26429e+01,1.44812e-06,1659652435.7997172
51.0,50.7295,0.00290,5.26447e+01,1.41363e-06,1659652437.8123615
51.0,50.7296,0.00290,5.26428e+01,1.44760e-06,1659652439.8200016
51.0,50.7298,0.00290,5.26419e+01,1.46456e-06,1659652441.840237
51.0,50.7306,0.00290,5.26453e+01,1.42165e-06,1659652443.8495474
51.0,50.7297,0.00290,5.26432e+01,1.44251e-06,1659652445.8594131
51.0,50.7305,0.00290,5.26432e+01,1.45584e-06,1659652447.874931
51.0,50.7296,0.00290,5.26452e+01,1.40764e-06,1659652449.8890562
51.0,50.7293,0.00290,5.26432e+01,1.43480e-06,1659652451.90404
51.0,50.73,0.00290,5.26444e+01,1.42687e-06,1659652453.9175205
51.0,50.7293,0.00290,5.26421e+01,1.45392e-06,1659652455.9314938
51.0,50.7292,0.00290,5.26432e+01,1.43373e-06,1659652457.9417112
51.0,50.7298,0.00290,5.26434e+01,1.44107e-06,1659652459.9518642
51.0,50.7315,0.00290,5.26434e+01,1.46895e-06,1659652461.9701834
51.0,50.7292,0.00290,5.26455e+01,1.39473e-06,1659652463.9882975
51.0,50.7301,0.00290,5.26459e+01,1.40304e-06,1659652465.9976528
51.0,50.7296,0.00290,5.26423e+01,1.45560e-06,1659652468.006735
51.0,50.7295,0.00290,5.26431e+01,1.44056e-06,1659652470.0166898
51.0,50.7302,0.00290,5.26439e+01,1.43797e-06,1659652472.0339355
51.0,50.7303,0.00290,5.26456e+01,1.41250e-06,1659652474.047791
51.0,50.7291,0.00290,5.26412e+01,1.46510e-06,1659652476.066316
51.0,50.7302,0.00290,5.26426e+01,1.46034e-06,1659652478.0799887
51.0,50.73,0.00290,5.26454e+01,1.41015e-06,1659652480.0983367
51.0,50.7302,0.00290,5.26435e+01,1.44554e-06,1659652482.119568
51.0,50.7298,0.00290,5.26421e+01,1.46185e-06,1659652484.1399066
51.0,50.7293,0.00290,5.26422e+01,1.45131e-06,1659652486.1520023
51.0,50.7297,0.00290,5.26442e+01,1.42571e-06,1659652488.1679046
51.0,50.7299,0.00290,5.26415e+01,1.47363e-06,1659652490.181319
51.0,50.7293,0.00290,5.26416e+01,1.46212e-06,1659652492.1907816
51.0,50.7298,0.00290,5.26417e+01,1.46919e-06,1659652494.2053974
51.0,50.7297,0.00290,5.26439e+01,1.43036e-06,1659652496.2237768
51.0,50.7303,0.00290,5.26451e+01,1.42042e-06,1659652498.237714
51.0,50.7305,0.00290,5.26417e+01,1.48119e-06,1659652500.2499201
51.0,50.7307,0.00290,5.26419e+01,1.48031e-06,1659652502.2955904
51.0,50.7299,0.00290,5.26422e+01,1.46272e-06,1659652504.298973
51.0,50.7309,0.00290,5.26462e+01,1.41165e-06,1659652506.313576
51.0,50.7305,0.00290,5.26448e+01,1.42843e-06,1659652508.3292513
51.0,50.7291,0.00290,5.26444e+01,1.41204e-06,1659652510.3378692
51.0,50.7317,0.00290,5.26464e+01,1.42224e-06,1659652512.3538954
51.0,50.7306,0.00290,5.26430e+01,1.46036e-06,1659652514.3643258
51.0,50.7306,0.00290,5.26436e+01,1.44975e-06,1659652516.3796802
51.0,50.7307,0.00290,5.26451e+01,1.42744e-06,1659652518.397153
51.0,50.7299,0.00290,5.26444e+01,1.42466e-06,1659652520.4164474
51.0,50.731,0.00290,5.26448e+01,1.43664e-06,1659652522.427804
51.0,50.7305,0.00290,5.26470e+01,1.39137e-06,1659652524.4478045
51.0,50.7294,0.00290,5.26430e+01,1.43990e-06,1659652526.471712
51.0,50.7295,0.00290,5.26432e+01,1.43839e-06,1659652528.4889514
51.0,50.7295,0.00290,5.26410e+01,1.47480e-06,1659652530.5050924
51.0,50.7298,0.00290,5.26413e+01,1.47506e-06,1659652532.520164
51.0,50.73,0.00290,5.26444e+01,1.42785e-06,1659652534.52944
51.0,50.7294,0.00290,5.26443e+01,1.41812e-06,1659652536.5423715
51.0,50.7304,0.00290,5.26454e+01,1.41621e-06,1659652538.5587745
51.0,50.7307,0.00290,5.26423e+01,1.47363e-06,1659652540.5803301
51.0,50.7301,0.00290,5.26435e+01,1.44381e-06,1659652542.5964544
51.0,50.7293,0.00290,5.26448e+01,1.40876e-06,1659652544.6080203
51.0,50.7298,0.00290,5.26458e+01,1.40116e-06,1659652546.6279335
51.0,50.7297,0.00290,5.26447e+01,1.41641e-06,1659652548.6437926
51.0,50.7285,0.00290,5.26427e+01,1.43049e-06,1659652550.6591046
51.0,50.7298,0.00290,5.26415e+01,1.47272e-06,1659652552.6758802
51.0,50.7306,0.00290,5.26438e+01,1.44749e-06,1659652554.691519
51.0,50.7305,0.00290,5.26422e+01,1.47233e-06,1659652556.7062178
51.0,50.7298,0.00290,5.26407e+01,1.48496e-06,1659652558.7198348
51.0,50.7295,0.00290,5.26447e+01,1.41332e-06,1659652560.7281177
51.0,50.7303,0.00290,5.26421e+01,1.47018e-06,1659652562.7400475
51.0,50.7299,0.00290,5.26414e+01,1.47613e-06,1659652564.7505004
51.0,50.7298,0.00290,5.26417e+01,1.46902e-06,1659652566.7653742
51.0,50.7298,0.00290,5.26428e+01,1.45024e-06,1659652568.776915
51.0,50.7311,0.00290,5.26443e+01,1.44745e-06,1659652570.7846272
51.0,50.7306,0.00290,5.26416e+01,1.48315e-06,1659652572.8001754
51.0,50.7291,0.00290,5.26432e+01,1.43201e-06,1659652574.813813
51.0,50.7301,0.00290,5.26447e+01,1.42365e-06,1659652576.8236945
51.0,50.7304,0.00290,5.26458e+01,1.41072e-06,1659652578.833371
51.0,50.7299,0.00290,5.26447e+01,1.42109e-06,1659652580.8471637
51.0,50.7302,0.00290,5.26431e+01,1.45246e-06,1659652582.85976
51.0,50.7309,0.00290,5.26459e+01,1.41646e-06,1659652584.873496
51.0,50.7301,0.00290,5.26432e+01,1.44941e-06,1659652586.880848
51.0,50.7293,0.00290,5.26410e+01,1.47153e-06,1659652588.8913972
51.0,50.7302,0.00290,5.26454e+01,1.41331e-06,1659652590.90927
51.0,50.7302,0.00290,5.26433e+01,1.44807e-06,1659652592.926532
51.0,50.7297,0.00290,5.26438e+01,1.43229e-06,1659652594.9390147
51.0,50.7298,0.00290,5.26423e+01,1.45909e-06,1659652596.955917
51.0,50.7297,0.00290,5.26425e+01,1.45451e-06,1659652598.9668908
51.0,50.7302,0.00290,5.26465e+01,1.39506e-06,1659652600.983033
51.0,50.7301,0.00290,5.26442e+01,1.43124e-06,1659652603.0019944
51.0,50.7301,0.00290,5.26458e+01,1.40564e-06,1659652605.0229259
51.0,50.7304,0.00290,5.26444e+01,1.43306e-06,1659652607.0444272
51.0,50.7298,0.00290,5.26446e+01,1.42074e-06,1659652609.0522637
51.0,50.7309,0.00290,5.26452e+01,1.42932e-06,1659652611.0634363
51.0,50.7301,0.00290,5.26457e+01,1.40726e-06,1659652613.0719106
51.0,50.7303,0.00290,5.26448e+01,1.42563e-06,1659652615.084468
51.0,50.7309,0.00290,5.26444e+01,1.44177e-06,1659652617.098911
51.0,50.7298,0.00290,5.26442e+01,1.42661e-06,1659652619.1171582
51.0,50.7304,0.00290,5.26452e+01,1.42084e-06,1659652621.1269734
51.0,50.7301,0.00290,5.26424e+01,1.46211e-06,1659652623.1460648
51.0,50.7296,0.00290,5.26414e+01,1.47099e-06,1659652625.1600986
51.0,50.7307,0.00290,5.26429e+01,1.46299e-06,1659652627.1759377
51.0,50.7304,0.00290,5.26466e+01,1.39744e-06,1659652629.1927798
51.0,50.731,0.00290,5.26434e+01,1.45967e-06,1659652631.2043464
51.0,50.7298,0.00290,5.26414e+01,1.47439e-06,1659652633.2207913
51.0,50.731,0.00290,5.26462e+01,1.41405e-06,1659652635.2357602
51.0,50.7298,0.00290,5.26411e+01,1.47902e-06,1659652637.245372
51.0,50.7303,0.00290,5.26464e+01,1.39898e-06,1659652639.262909
51.0,50.7307,0.00290,5.26433e+01,1.45757e-06,1659652641.2812176
51.0,50.7303,0.00290,5.26430e+01,1.45556e-06,1659652643.3010738
51.0,50.7298,0.00290,5.26450e+01,1.41333e-06,1659652645.3180206
51.0,50.7309,0.00290,5.26445e+01,1.43995e-06,1659652647.3395152
51.0,50.7302,0.00290,5.26450e+01,1.42020e-06,1659652649.372066
51.0,50.7312,0.00290,5.26454e+01,1.43041e-06,1659652651.3838975
51.0,50.7307,0.00290,5.26433e+01,1.45657e-06,1659652653.3956935
51.0,50.7295,0.00290,5.26437e+01,1.43078e-06,1659652655.4114263
51.0,50.7302,0.00290,5.26455e+01,1.41272e-06,1659652657.4268448
51.0,50.7317,0.00290,5.26454e+01,1.43801e-06,1659652659.4360619
51.0,50.7292,0.00290,5.26424e+01,1.44700e-06,1659652661.4548743
51.0,50.7297,0.00290,5.26433e+01,1.44060e-06,1659652663.4756763
51.0,50.7311,0.00290,5.26442e+01,1.44791e-06,1659652665.4910042
51.0,50.7305,0.00290,5.26443e+01,1.43750e-06,1659652667.501657
51.0,50.7305,0.00290,5.26452e+01,1.42259e-06,1659652669.5193172
51.0,50.73,0.00290,5.26429e+01,1.45244e-06,1659652671.5301602
51.0,50.7299,0.00290,5.26451e+01,1.41397e-06,1659652673.5419633
51.0,50.7319,0.00290,5.26447e+01,1.45415e-06,1659652675.5556529
51.0,50.7311,0.00290,5.26480e+01,1.38474e-06,1659652677.5678964
51.0,50.7297,0.00290,5.26467e+01,1.38444e-06,1659652679.583148
51.0,50.7313,0.00290,5.26451e+01,1.43683e-06,1659652681.5993385
51.0,50.7292,0.00290,5.26464e+01,1.38057e-06,1659652683.6119502
51.0,50.7308,0.00290,5.26472e+01,1.39380e-06,1659652685.6288943
51.0,50.7303,0.00290,5.26441e+01,1.43775e-06,1659652687.635429
51.0,50.7293,0.00290,5.26458e+01,1.39162e-06,1659652689.6522143
51.0,50.7306,0.00290,5.26472e+01,1.39068e-06,1659652691.663152
51.0,50.73,0.00290,5.26444e+01,1.42690e-06,1659652693.681193
51.0,50.7315,0.00290,5.26481e+01,1.39003e-06,1659652695.6935217
51.0,50.7296,0.00290,5.26480e+01,1.36110e-06,1659652697.7082648
51.0,50.7309,0.00290,5.26449e+01,1.43352e-06,1659652699.715859
51.0,50.7301,0.00290,5.26464e+01,1.39565e-06,1659652701.7332428
51.0,50.7305,0.00290,5.26451e+01,1.42406e-06,1659652703.7561252
51.0,50.7297,0.00290,5.26464e+01,1.38831e-06,1659652705.7671719
51.0,50.7299,0.00290,5.26480e+01,1.36510e-06,1659652707.778085
51.0,50.7302,0.00290,5.26442e+01,1.43351e-06,1659652709.7897084
51.0,50.7311,0.00290,5.26481e+01,1.38285e-06,1659652711.8032174
51.0,50.7302,0.00290,5.26452e+01,1.41657e-06,1659652713.814682
51.0,50.7296,0.00290,5.26439e+01,1.42841e-06,1659652715.825473
51.0,50.7305,0.00290,5.26476e+01,1.38221e-06,1659652717.8389568
51.0,50.7301,0.00290,5.26446e+01,1.42579e-06,1659652719.8597236
51.0,50.7302,0.00290,5.26456e+01,1.41001e-06,1659652721.871565
51.0,50.7295,0.00290,5.26467e+01,1.38103e-06,1659652723.889343
51.0,50.7302,0.00290,5.26474e+01,1.37995e-06,1659652725.90699
51.0,50.7305,0.00290,5.26481e+01,1.37297e-06,1659652727.9229984
51.0,50.73,0.00290,5.26459e+01,1.40213e-06,1659652729.931911
51.0,50.7297,0.00290,5.26459e+01,1.39624e-06,1659652731.943882
51.0,50.7299,0.00290,5.26474e+01,1.37555e-06,1659652733.957086
51.0,50.7304,0.00290,5.26495e+01,1.34846e-06,1659652735.9730608
51.0,50.7289,0.00290,5.26472e+01,1.36129e-06,1659652737.988156
51.0,50.7301,0.00290,5.26467e+01,1.39034e-06,1659652740.0214727
51.0,50.7291,0.00290,5.26436e+01,1.42526e-06,1659652742.0354283
51.0,50.7295,0.00290,5.26476e+01,1.36617e-06,1659652744.0517855
51.0,50.7308,0.00290,5.26479e+01,1.38156e-06,1659652746.069281
51.0,50.7298,0.00290,5.26459e+01,1.39918e-06,1659652748.0815852
51.0,50.7308,0.00290,5.26488e+01,1.36695e-06,1659652750.108878
51.0,50.7293,0.00290,5.26458e+01,1.39151e-06,1659652752.119774
51.0,50.7304,0.00290,5.26485e+01,1.36499e-06,1659652754.1389627
51.0,50.7306,0.00290,5.26489e+01,1.36165e-06,1659652756.1577513
51.0,50.7304,0.00290,5.26460e+01,1.40762e-06,1659652758.1696074
51.0,50.7296,0.00290,5.26464e+01,1.38727e-06,1659652760.17957
51.0,50.7301,0.00290,5.26488e+01,1.35482e-06,1659652762.2031407
51.0,50.7301,0.00290,5.26495e+01,1.34420e-06,1659652764.21348
51.0,50.7294,0.00290,5.26496e+01,1.33035e-06,1659652766.226987
51.0,50.7302,0.00290,5.26492e+01,1.34985e-06,1659652768.2367437
51.0,50.7309,0.00290,5.26465e+01,1.40734e-06,1659652770.254989
51.0,50.7299,0.00290,5.26475e+01,1.37303e-06,1659652772.2857585
51.0,50.7304,0.00290,5.26496e+01,1.34651e-06,1659652774.312168
51.0,50.7304,0.00290,5.26477e+01,1.37789e-06,1659652776.3308792
51.0,50.7314,0.00290,5.26494e+01,1.36635e-06,1659652778.3457901
51.0,50.7304,0.00290,5.26497e+01,1.34522e-06,1659652780.3538911
51.0,50.7291,0.00290,5.26472e+01,1.36579e-06,1659652782.3639584
51.0,50.7298,0.00290,5.26474e+01,1.37423e-06,1659652784.3797362
51.0,50.7291,0.00290,5.26463e+01,1.37978e-06,1659652786.3938982
51.0,50.7315,0.00290,5.26485e+01,1.38362e-06,1659652788.4056149
51.0,50.7293,0.00290,5.26484e+01,1.34811e-06,1659652790.4140484
51.0,50.7297,0.00290,5.26501e+01,1.32685e-06,1659652792.4269528
51.0,50.7311,0.00290,5.26497e+01,1.35681e-06,1659652794.4436958
51.0,50.7293,0.00290,5.26498e+01,1.32556e-06,1659652796.4536157
51.0,50.7302,0.00290,5.26473e+01,1.38159e-06,1659652798.4653187
51.0,50.7315,0.00290,5.26483e+01,1.38748e-06,1659652800.4758158
51.0,50.7288,0.00290,5.26464e+01,1.37435e-06,1659652802.496005
51.0,50.7307,0.00290,5.26483e+01,1.37298e-06,1659652804.487875
51.0,50.7298,0.00290,5.26501e+01,1.32808e-06,1659652806.4975898
51.0,50.7303,0.00290,5.26477e+01,1.37733e-06,1659652808.5103536
51.0,50.7298,0.00290,5.26483e+01,1.35802e-06,1659652810.5305338
51.0,50.7309,0.00290,5.26526e+01,1.30611e-06,1659652812.548183
51.0,50.7301,0.00290,5.26489e+01,1.35368e-06,1659652814.5695264
51.0,50.7313,0.00290,5.26504e+01,1.34830e-06,1659652816.5806334
51.0,50.7308,0.00290,5.26525e+01,1.30608e-06,1659652818.5982006
51.0,50.731,0.00290,5.26499e+01,1.35144e-06,1659652820.614941
51.0,50.7313,0.00290,5.26500e+01,1.35597e-06,1659652822.6304543
51.0,50.7304,0.00290,5.26524e+01,1.30005e-06,1659652824.647342
51.0,50.7312,0.00290,5.26494e+01,1.36446e-06,1659652826.6654167
51.0,50.7298,0.00290,5.26489e+01,1.34809e-06,1659652828.6760945
51.0,50.7306,0.00290,5.26533e+01,1.28879e-06,1659652830.692242
51.0,50.731,0.00290,5.26507e+01,1.33911e-06,1659652832.7054293
51.0,50.7306,0.00290,5.26536e+01,1.28316e-06,1659652834.7230422
51.0,50.7304,0.00290,5.26519e+01,1.30920e-06,1659652836.7318068
51.0,50.7312,0.00290,5.26523e+01,1.31562e-06,1659652838.760777
51.0,50.7318,0.00290,5.26546e+01,1.28635e-06,1659652840.7877684
51.0,50.7304,0.00290,5.26522e+01,1.30312e-06,1659652842.8238614
51.0,50.7314,0.00290,5.26535e+01,1.29797e-06,1659652844.8590786
51.0,50.7308,0.00290,5.26508e+01,1.33289e-06,1659652846.8905227
51.0,50.7314,0.00290,5.26518e+01,1.32769e-06,1659652848.9292662
51.0,50.7298,0.00290,5.26522e+01,1.29449e-06,1659652850.95907
51.0,50.7304,0.00290,5.26518e+01,1.30963e-06,1659652852.9907928
51.0,50.7307,0.00290,5.26539e+01,1.27970e-06,1659652855.024096
51.0,50.7293,0.00290,5.26518e+01,1.29243e-06,1659652857.0563343
51.0,50.7308,0.00290,5.26523e+01,1.30843e-06,1659652859.0797017
51.0,50.7315,0.00290,5.26540e+01,1.29126e-06,1659652861.1125803
51.0,50.7294,0.00290,5.26543e+01,1.25246e-06,1659652863.138137
51.0,50.7303,0.00290,5.26535e+01,1.28098e-06,1659652865.1720912
51.0,50.7303,0.00290,5.26527e+01,1.29290e-06,1659652867.2038085
51.0,50.7302,0.00290,5.26533e+01,1.28195e-06,1659652869.2469022
51.0,50.7314,0.00290,5.26533e+01,1.30147e-06,1659652871.2757864
51.0,50.7307,0.00290,5.26536e+01,1.28577e-06,1659652873.3002973
51.0,50.7293,0.00290,5.26517e+01,1.29427e-06,1659652875.325846
51.0,50.7314,0.00290,5.26560e+01,1.25643e-06,1659652877.3644404
51.0,50.7298,0.00290,5.26524e+01,1.29050e-06,1659652879.389618
51.0,50.7292,0.00290,5.26537e+01,1.25886e-06,1659652881.4269207
51.0,50.7304,0.00290,5.26557e+01,1.24490e-06,1659652883.4634495
51.0,50.7304,0.00290,5.26558e+01,1.24314e-06,1659652885.5029426
51.0,50.7304,0.00290,5.26560e+01,1.24015e-06,1659652887.5380719
51.0,50.7293,0.00290,5.26513e+01,1.30096e-06,1659652889.5662065
51.0,50.7308,0.00290,5.26556e+01,1.25339e-06,1659652891.5912724
51.0,50.7296,0.00290,5.26558e+01,1.22969e-06,1659652893.6288614
51.0,50.731,0.00290,5.26548e+01,1.27067e-06,1659652895.655697
51.0,50.7303,0.00290,5.26561e+01,1.23767e-06,1659652897.6984642
51.0,50.731,0.00290,5.26560e+01,1.24970e-06,1659652899.7188938
51.0,50.7294,0.00290,5.26563e+01,1.21942e-06,1659652901.7510967
51.0,50.7304,0.00290,5.26541e+01,1.27243e-06,1659652903.7898438
51.0,50.7309,0.00290,5.26553e+01,1.25983e-06,1659652905.8198774
51.0,50.7308,0.00290,5.26570e+01,1.23011e-06,1659652907.8482776
51.0,50.7302,0.00290,5.26543e+01,1.26477e-06,1659652909.8764687
51.0,50.7306,0.00290,5.26579e+01,1.21132e-06,1659652911.9080434
51.0,50.7295,0.00290,5.26569e+01,1.21108e-06,1659652913.9438648
51.0,50.7292,0.00290,5.26571e+01,1.20232e-06,1659652915.9787157
51.0,50.7308,0.00290,5.26573e+01,1.22492e-06,1659652918.016195
51.0,50.7306,0.00290,5.26589e+01,1.19501e-06,1659652920.0477731
51.0,50.7301,0.00290,5.26581e+01,1.20045e-06,1659652922.0877903
51.0,50.7312,0.00290,5.26595e+01,1.19476e-06,1659652924.1177611
51.0,50.7315,0.00290,5.26584e+01,1.21889e-06,1659652926.1560838
51.0,50.7311,0.00290,5.26593e+01,1.19740e-06,1659652928.1829252
51.0,50.731,0.00290,5.26573e+01,1.22791e-06,1659652930.214002
51.0,50.7296,0.00290,5.26564e+01,1.22002e-06,1659652932.2519271
51.0,50.7308,0.00290,5.26576e+01,1.22078e-06,1659652934.2837167
51.0,50.7297,0.00290,5.26559e+01,1.22982e-06,1659652936.3102221
51.0,50.7308,0.00290,5.26610e+01,1.16348e-06,1659652938.3428066
51.0,50.7307,0.00290,5.26571e+01,1.22733e-06,1659652940.3598378
51.0,50.7311,0.00290,5.26611e+01,1.16687e-06,1659652942.4082408
51.0,50.7298,0.00290,5.26569e+01,1.21523e-06,1659652944.4359055
51.0,50.7304,0.00290,5.26583e+01,1.20216e-06,1659652946.4643009
51.0,50.7306,0.00290,5.26605e+01,1.16910e-06,1659652948.4982977
51.0,50.7301,0.00290,5.26569e+01,1.22087e-06,1659652950.5356867
51.0,50.7309,0.00290,5.26580e+01,1.21589e-06,1659652952.564463
51.0,50.7298,0.00290,5.26574e+01,1.20697e-06,1659652954.5998561
51.0,50.7303,0.00290,5.26588e+01,1.19139e-06,1659652956.6354873
51.0,50.7317,0.00290,5.26616e+01,1.16893e-06,1659652958.6620414
51.0,50.7299,0.00290,5.26586e+01,1.18818e-06,1659652960.6915245
51.0,50.7314,0.00290,5.26627e+01,1.14610e-06,1659652962.7279866
51.0,50.7309,0.00290,5.26610e+01,1.16499e-06,1659652964.7523866
51.0,50.7307,0.00290,5.26621e+01,1.14318e-06,1659652966.781926
51.0,50.7299,0.00290,5.26594e+01,1.17578e-06,1659652968.814339
51.0,50.7308,0.00290,5.26615e+01,1.15514e-06,1659652970.8527167
51.0,50.7299,0.00290,5.26577e+01,1.20376e-06,1659652972.8808339
51.0,50.7313,0.00290,5.26589e+01,1.20635e-06,1659652974.9110115
51.0,50.7315,0.00290,5.26602e+01,1.18786e-06,1659652976.9454322
51.0,50.7309,0.00290,5.26619e+01,1.14947e-06,1659652978.9788885
51.0,50.7313,0.00290,5.26625e+01,1.14711e-06,1659652981.00839
51.0,50.7301,0.00290,5.26622e+01,1.13195e-06,1659652983.0439699
51.0,50.7307,0.00290,5.26617e+01,1.15107e-06,1659652985.0766675
51.0,50.7308,0.00290,5.26622e+01,1.14291e-06,1659652987.1183374
51.0,50.7305,0.00290,5.26592e+01,1.18824e-06,1659652989.150074
51.0,50.7304,0.00290,5.26592e+01,1.18619e-06,1659652991.1800966
51.0,50.7317,0.00290,5.26604e+01,1.18819e-06,1659652993.220275
51.0,50.7302,0.00290,5.26610e+01,1.15412e-06,1659652995.25674
51.0,50.7308,0.00290,5.26604e+01,1.17440e-06,1659652997.280039
51.0,50.7302,0.00290,5.26634e+01,1.11338e-06,1659652999.3186197
51.0,50.7308,0.00290,5.26620e+01,1.14675e-06,1659653001.3499799
51.0,50.7314,0.00290,5.26637e+01,1.12783e-06,1659653003.3812294
51.0,50.7307,0.00290,5.26628e+01,1.13175e-06,1659653005.4198415
51.0,50.7305,0.00290,5.26648e+01,1.09595e-06,1659653007.4476566
51.0,50.7303,0.00290,5.26638e+01,1.10863e-06,1659653009.468862
51.0,50.7297,0.00290,5.26623e+01,1.12299e-06,1659653011.5065973
51.0,50.7308,0.00290,5.26660e+01,1.08002e-06,1659653013.5321023
51.0,50.729,0.00290,5.26627e+01,1.10519e-06,1659653015.568291
51.0,50.7306,0.00290,5.26654e+01,1.08708e-06,1659653017.6023917
51.0,50.7311,0.00290,5.26635e+01,1.12754e-06,1659653019.6346471
51.0,50.7314,0.00290,5.26658e+01,1.09443e-06,1659653021.679438
51.0,50.7303,0.00290,5.26660e+01,1.07147e-06,1659653023.7130961
51.0,50.7299,0.00290,5.26621e+01,1.13061e-06,1659653025.7360446
51.0,50.7301,0.00290,5.26650e+01,1.08610e-06,1659653027.7671793
51.0,50.7306,0.00290,5.26659e+01,1.07812e-06,1659653029.8029068
51.0,50.7308,0.00290,5.26647e+01,1.10173e-06,1659653031.8350403
51.0,50.7305,0.00290,5.26660e+01,1.07450e-06,1659653033.8683705
51.0,50.7312,0.00290,5.26636e+01,1.12673e-06,1659653035.8858392
51.0,50.7303,0.00290,5.26628e+01,1.12511e-06,1659653037.9157717
51.0,50.7304,0.00290,5.26634e+01,1.11705e-06,1659653039.9448612
51.0,50.7314,0.00290,5.26684e+01,1.04984e-06,1659653041.9830518
51.0,50.7304,0.00290,5.26667e+01,1.06170e-06,1659653044.0114515
51.0,50.7315,0.00290,5.26658e+01,1.09570e-06,1659653046.0397372
51.0,50.7311,0.00290,5.26686e+01,1.04115e-06,1659653048.0717275
51.0,50.7309,0.00290,5.26660e+01,1.08244e-06,1659653050.0858545
51.0,50.7305,0.00290,5.26680e+01,1.04144e-06,1659653052.1172414
51.0,50.7306,0.00290,5.26650e+01,1.09373e-06,1659653054.1455812
51.0,50.7307,0.00290,5.26670e+01,1.06131e-06,1659653056.189082
51.0,50.73,0.00290,5.26650e+01,1.08294e-06,1659653058.2260191
51.0,50.7315,0.00290,5.26662e+01,1.08825e-06,1659653060.2695937
51.0,50.7314,0.00290,5.26690e+01,1.04076e-06,1659653062.2987657
51.0,50.7309,0.00290,5.26670e+01,1.06521e-06,1659653064.3252223
51.0,50.7311,0.00290,5.26686e+01,1.04131e-06,1659653066.3494494
51.0,50.7306,0.00290,5.26699e+01,1.01173e-06,1659653068.3869982
51.0,50.73,0.00290,5.26664e+01,1.06083e-06,1659653070.4197109
51.0,50.7306,0.00290,5.26661e+01,1.07470e-06,1659653072.4546955
51.0,50.6793,0.00290,5.26166e+01,1.04479e-06,1659653074.491147
51.0,50.7305,0.00290,5.26659e+01,1.07728e-06,1659653076.5246243
