Start T, Start V, Stop V, Step V, Num Readings, ADC Rate, Sleep HV, Sleep DAC, Sleep Readings
1659650910.4424322, 51.0, 51.0, 0.1, 3000, 4, 5, 1, 0.05
HV_set (V),HV_rdb (V), HV_err (V),VsCH_8 (V),IsCH_8 (A),TsCH_8 (s)
51.0,50.7309,0.00290,5.27303e+01,1.06295e-08,1659650981.4640553
51.0,50.7307,0.00290,5.27301e+01,1.04407e-08,1659650983.4802241
51.0,50.7303,0.00290,5.27298e+01,8.65261e-09,1659650985.4898138
51.0,50.7302,0.00290,5.27296e+01,1.06394e-08,1659650987.5071661
51.0,50.7294,0.00290,5.27288e+01,1.01427e-08,1659650989.5321274
51.0,50.7296,0.00290,5.27292e+01,7.38104e-09,1659650991.5520303
51.0,50.7303,0.00290,5.27298e+01,8.08636e-09,1659650993.5752194
51.0,50.7298,0.00290,5.27294e+01,6.94394e-09,1659650995.6121268
51.0,50.7297,0.00290,5.27292e+01,7.87775e-09,1659650997.6397789
51.0,50.7316,0.00290,5.27311e+01,8.72215e-09,1659650999.6707292
51.0,50.7307,0.00290,5.27300e+01,1.11262e-08,1659651001.6973603
51.0,50.7298,0.00290,5.27292e+01,9.38773e-09,1659651003.6964288
51.0,50.7302,0.00290,5.27294e+01,1.26859e-08,1659651005.7076812
51.0,50.7301,0.00290,5.27295e+01,9.99371e-09,1659651007.7291794
51.0,50.7294,0.00290,5.27289e+01,8.77182e-09,1659651009.7442899
51.0,50.7309,0.00290,5.27303e+01,9.64602e-09,1659651011.7560866
51.0,50.7294,0.00290,5.27289e+01,8.64267e-09,1659651013.7684553
51.0,50.7304,0.00290,5.27297e+01,1.14540e-08,1659651015.7997208
51.0,50.7305,0.00290,5.27300e+01,8.34465e-09,1659651017.8266003
51.0,50.7296,0.00290,5.27290e+01,1.00235e-08,1659651019.8523102
51.0,50.7301,0.00290,5.27294e+01,1.09474e-08,1659651021.8843322
51.0,50.731,0.00290,5.27303e+01,1.13646e-08,1659651023.9038193
51.0,50.7304,0.00290,5.27299e+01,8.67248e-09,1659651025.9372556
51.0,50.7296,0.00290,5.27289e+01,1.13944e-08,1659651027.9557333
51.0,50.7303,0.00290,5.27297e+01,1.01229e-08,1659651029.9833465
51.0,50.7304,0.00290,5.27297e+01,1.15335e-08,1659651032.0078025
51.0,50.7309,0.00290,5.27303e+01,1.01825e-08,1659651034.0253632
51.0,50.7292,0.00290,5.27286e+01,1.07984e-08,1659651036.0420275
51.0,50.7304,0.00290,5.27298e+01,9.86457e-09,1659651038.0589426
51.0,50.7311,0.00290,5.27306e+01,7.76847e-09,1659651040.0758991
51.0,50.7298,0.00290,5.27291e+01,1.08580e-08,1659651042.1051185
51.0,50.73,0.00290,5.27292e+01,1.26163e-08,1659651044.1205401
51.0,50.7304,0.00290,5.27298e+01,1.03017e-08,1659651046.1398923
51.0,50.7301,0.00290,5.27294e+01,1.19706e-08,1659651048.1697917
51.0,50.73,0.00290,5.27293e+01,1.23978e-08,1659651050.194894
51.0,50.7304,0.00290,5.27297e+01,1.22289e-08,1659651052.212802
51.0,50.73,0.00290,5.27294e+01,1.05302e-08,1659651054.2444017
51.0,50.7311,0.00290,5.27304e+01,1.11659e-08,1659651056.261886
51.0,50.73,0.00290,5.27292e+01,1.29541e-08,1659651058.2865136
51.0,50.7305,0.00290,5.27298e+01,1.20799e-08,1659651060.3275652
51.0,50.7317,0.00290,5.27309e+01,1.29640e-08,1659651062.3478484
51.0,50.7294,0.00290,5.27288e+01,1.03911e-08,1659651064.364171
51.0,50.7302,0.00290,5.27298e+01,7.01348e-09,1659651066.376551
51.0,50.7296,0.00290,5.27289e+01,1.22488e-08,1659651068.3875036
51.0,50.7317,0.00290,5.27309e+01,1.29342e-08,1659651070.407817
51.0,50.731,0.00290,5.27301e+01,1.49508e-08,1659651072.4233828
51.0,50.7302,0.00290,5.27295e+01,1.21494e-08,1659651074.4431605
51.0,50.7301,0.00290,5.27293e+01,1.26362e-08,1659651076.4626992
51.0,50.7308,0.00290,5.27301e+01,1.16328e-08,1659651078.4753067
51.0,50.7309,0.00290,5.27300e+01,1.44541e-08,1659651080.4889312
51.0,50.7298,0.00290,5.27292e+01,1.05500e-08,1659651082.503017
51.0,50.7295,0.00290,5.27289e+01,1.07388e-08,1659651084.5195942
51.0,50.7326,0.00290,5.27318e+01,1.34110e-08,1659651086.5295947
51.0,50.7292,0.00290,5.27284e+01,1.34508e-08,1659651088.540709
51.0,50.7298,0.00290,5.27291e+01,1.13348e-08,1659651090.5550618
51.0,50.7311,0.00290,5.27303e+01,1.39475e-08,1659651092.5720656
51.0,50.7304,0.00290,5.27297e+01,1.15434e-08,1659651094.579658
51.0,50.7303,0.00290,5.27296e+01,1.18315e-08,1659651096.5900006
51.0,50.7313,0.00290,5.27306e+01,1.21196e-08,1659651098.6041772
51.0,50.7307,0.00290,5.27300e+01,1.12951e-08,1659651100.6158903
51.0,50.7305,0.00290,5.27298e+01,1.18812e-08,1659651102.6350882
51.0,50.7297,0.00290,5.27290e+01,1.14044e-08,1659651104.660147
51.0,50.7306,0.00290,5.27298e+01,1.34806e-08,1659651106.676089
51.0,50.7309,0.00290,5.27301e+01,1.34011e-08,1659651108.6993227
51.0,50.7303,0.00290,5.27296e+01,1.21792e-08,1659651110.7267642
51.0,50.7308,0.00290,5.27301e+01,1.19011e-08,1659651112.7465622
51.0,50.7307,0.00290,5.27300e+01,1.13249e-08,1659651114.7727897
51.0,50.7308,0.00290,5.27302e+01,1.05898e-08,1659651116.7983086
51.0,50.7312,0.00290,5.27304e+01,1.39574e-08,1659651118.8164866
51.0,50.7305,0.00290,5.27296e+01,1.47820e-08,1659651120.843358
51.0,50.7306,0.00290,5.27298e+01,1.25567e-08,1659651122.8826709
51.0,50.731,0.00290,5.27302e+01,1.36495e-08,1659651124.9233034
51.0,50.7314,0.00290,5.27307e+01,1.13149e-08,1659651126.9533849
51.0,50.7314,0.00290,5.27306e+01,1.41263e-08,1659651128.9901597
51.0,50.7306,0.00290,5.27299e+01,1.13646e-08,1659651131.023706
51.0,50.73,0.00290,5.27291e+01,1.54773e-08,1659651133.0558696
51.0,50.7311,0.00290,5.27303e+01,1.38084e-08,1659651135.0867982
51.0,50.7303,0.00290,5.27296e+01,1.18315e-08,1659651137.120186
51.0,50.7304,0.00290,5.27298e+01,1.05202e-08,1659651139.1522307
51.0,50.731,0.00290,5.27301e+01,1.42157e-08,1659651141.186689
51.0,50.7311,0.00290,5.27303e+01,1.35501e-08,1659651143.215071
51.0,50.7311,0.00290,5.27305e+01,1.05103e-08,1659651145.2437603
51.0,50.731,0.00290,5.27302e+01,1.38978e-08,1659651147.2852318
51.0,50.7303,0.00290,5.27296e+01,1.15434e-08,1659651149.3149245
51.0,50.7303,0.00290,5.27293e+01,1.69277e-08,1659651151.3480961
51.0,50.7307,0.00290,5.27299e+01,1.38481e-08,1659651153.3778434
51.0,50.7316,0.00290,5.27308e+01,1.37488e-08,1659651155.4047606
51.0,50.7309,0.00290,5.27301e+01,1.37687e-08,1659651157.4430482
51.0,50.7294,0.00290,5.27285e+01,1.46727e-08,1659651159.4749167
51.0,50.73,0.00290,5.27293e+01,1.21097e-08,1659651161.499816
51.0,50.7298,0.00290,5.27289e+01,1.55171e-08,1659651163.5356467
51.0,50.7302,0.00290,5.27294e+01,1.30335e-08,1659651165.5685234
51.0,50.7303,0.00290,5.27295e+01,1.31031e-08,1659651167.586044
51.0,50.7307,0.00290,5.27298e+01,1.50899e-08,1659651169.6127048
51.0,50.7304,0.00290,5.27295e+01,1.41760e-08,1659651171.6474984
51.0,50.7302,0.00290,5.27294e+01,1.27554e-08,1659651173.674132
51.0,50.7316,0.00290,5.27307e+01,1.49608e-08,1659651175.7039313
51.0,50.7308,0.00290,5.27298e+01,1.64509e-08,1659651177.7277334
51.0,50.7293,0.00290,5.27284e+01,1.55071e-08,1659651179.7509992
51.0,50.7292,0.00290,5.27285e+01,1.24872e-08,1659651181.7786334
51.0,50.7322,0.00290,5.27313e+01,1.49806e-08,1659651183.8033588
51.0,50.7304,0.00290,5.27296e+01,1.38084e-08,1659651185.8415968
51.0,50.73,0.00290,5.27291e+01,1.48714e-08,1659651187.8667843
51.0,50.7298,0.00290,5.27289e+01,1.48018e-08,1659651189.8978987
51.0,50.7313,0.00290,5.27304e+01,1.51992e-08,1659651191.9324439
51.0,50.7299,0.00290,5.27290e+01,1.57654e-08,1659651193.9580324
51.0,50.7304,0.00290,5.27294e+01,1.60237e-08,1659651195.9977188
51.0,50.7298,0.00290,5.27289e+01,1.58052e-08,1659651198.02448
51.0,50.7313,0.00290,5.27302e+01,1.75734e-08,1659651200.051007
51.0,50.7299,0.00290,5.27289e+01,1.69277e-08,1659651202.0728388
51.0,50.7296,0.00290,5.27288e+01,1.38283e-08,1659651204.0996044
51.0,50.7301,0.00290,5.27292e+01,1.58052e-08,1659651206.1227689
51.0,50.7299,0.00290,5.27290e+01,1.58052e-08,1659651208.156327
51.0,50.7303,0.00290,5.27293e+01,1.63515e-08,1659651210.1798089
51.0,50.7302,0.00290,5.27292e+01,1.67688e-08,1659651212.213471
51.0,50.7305,0.00290,5.27296e+01,1.55667e-08,1659651214.2333958
51.0,50.7304,0.00290,5.27294e+01,1.73648e-08,1659651216.2477443
51.0,50.7311,0.00290,5.27301e+01,1.73450e-08,1659651218.2682848
51.0,50.7316,0.00290,5.27306e+01,1.70867e-08,1659651220.291889
51.0,50.7318,0.00290,5.27308e+01,1.70171e-08,1659651222.3137453
51.0,50.7296,0.00290,5.27284e+01,1.99576e-08,1659651224.3458793
51.0,50.731,0.00290,5.27300e+01,1.59641e-08,1659651226.3759735
51.0,50.7307,0.00290,5.27296e+01,1.80701e-08,1659651228.4013033
51.0,50.73,0.00290,5.27290e+01,1.66098e-08,1659651230.4357755
51.0,50.7307,0.00290,5.27297e+01,1.66893e-08,1659651232.467612
51.0,50.7302,0.00290,5.27293e+01,1.56264e-08,1659651234.4879262
51.0,50.7314,0.00290,5.27303e+01,1.78119e-08,1659651236.5255609
51.0,50.7302,0.00290,5.27291e+01,1.83682e-08,1659651238.5576944
51.0,50.7305,0.00290,5.27293e+01,2.00371e-08,1659651240.5963933
51.0,50.731,0.00290,5.27298e+01,2.03351e-08,1659651242.626109
51.0,50.7302,0.00290,5.27291e+01,1.82887e-08,1659651244.6541593
51.0,50.7305,0.00290,5.27293e+01,1.98781e-08,1659651246.6921322
51.0,50.7304,0.00290,5.27291e+01,2.12789e-08,1659651248.72628
51.0,50.731,0.00290,5.27298e+01,1.97987e-08,1659651250.7564118
51.0,50.7313,0.00290,5.27300e+01,2.15371e-08,1659651252.7952328
51.0,50.7311,0.00290,5.27299e+01,1.92722e-08,1659651254.8204715
51.0,50.7302,0.00290,5.27291e+01,1.87655e-08,1659651256.8535702
51.0,50.7307,0.00290,5.27295e+01,1.98285e-08,1659651258.8935044
51.0,50.7301,0.00290,5.27289e+01,2.05636e-08,1659651260.9183795
51.0,50.7309,0.00290,5.27295e+01,2.37326e-08,1659651262.9509802
51.0,50.7297,0.00290,5.27284e+01,2.19544e-08,1659651264.9909801
51.0,50.7297,0.00290,5.27284e+01,2.11398e-08,1659651267.0179064
51.0,50.7304,0.00290,5.27291e+01,2.17954e-08,1659651269.0548322
51.0,50.73,0.00290,5.27288e+01,1.95205e-08,1659651271.088378
51.0,50.73,0.00290,5.27287e+01,2.10206e-08,1659651273.1198168
51.0,50.7295,0.00290,5.27282e+01,2.17358e-08,1659651275.153151
51.0,50.7305,0.00290,5.27292e+01,2.10007e-08,1659651277.188382
51.0,50.7315,0.00290,5.27302e+01,2.18948e-08,1659651279.2117414
51.0,50.731,0.00290,5.27297e+01,2.22822e-08,1659651281.2372239
51.0,50.7307,0.00290,5.27292e+01,2.50240e-08,1659651283.2710385
51.0,50.7305,0.00290,5.27290e+01,2.53518e-08,1659651285.306873
51.0,50.7295,0.00290,5.27279e+01,2.61962e-08,1659651287.3359628
51.0,50.7311,0.00290,5.27296e+01,2.44578e-08,1659651289.36561
51.0,50.7312,0.00290,5.27298e+01,2.38419e-08,1659651291.4044662
51.0,50.7299,0.00290,5.27286e+01,2.22425e-08,1659651293.440097
51.0,50.7306,0.00290,5.27292e+01,2.31465e-08,1659651295.4636333
51.0,50.7307,0.00290,5.27293e+01,2.38518e-08,1659651297.49944
51.0,50.7307,0.00290,5.27292e+01,2.42194e-08,1659651299.5378404
51.0,50.7303,0.00290,5.27289e+01,2.39213e-08,1659651301.5674348
51.0,50.7302,0.00290,5.27286e+01,2.68718e-08,1659651303.5819752
51.0,50.7297,0.00290,5.27280e+01,2.76566e-08,1659651305.5879617
51.0,50.7311,0.00290,5.27295e+01,2.69910e-08,1659651307.6086664
51.0,50.7303,0.00290,5.27285e+01,3.06765e-08,1659651309.642551
51.0,50.7311,0.00290,5.27293e+01,2.95639e-08,1659651311.6696396
51.0,50.7302,0.00290,5.27283e+01,3.09249e-08,1659651313.703909
51.0,50.7308,0.00290,5.27291e+01,2.81831e-08,1659651315.733226
51.0,50.7323,0.00290,5.27306e+01,2.75970e-08,1659651317.7639024
51.0,50.7305,0.00290,5.27288e+01,2.77261e-08,1659651319.780039
51.0,50.7313,0.00290,5.27296e+01,2.89778e-08,1659651321.8099144
51.0,50.7299,0.00290,5.27282e+01,2.89182e-08,1659651323.8379314
51.0,50.7307,0.00290,5.27287e+01,3.33687e-08,1659651325.8685076
51.0,50.7311,0.00290,5.27292e+01,3.24547e-08,1659651327.9005945
51.0,50.7324,0.00290,5.27305e+01,3.09944e-08,1659651329.929638
51.0,50.7303,0.00290,5.27283e+01,3.36170e-08,1659651331.9556193
51.0,50.7316,0.00290,5.27295e+01,3.42131e-08,1659651333.9808114
51.0,50.7311,0.00290,5.27290e+01,3.52263e-08,1659651336.0021157
51.0,50.7303,0.00290,5.27282e+01,3.48985e-08,1659651338.021702
51.0,50.7297,0.00290,5.27278e+01,3.11534e-08,1659651340.0358675
51.0,50.7305,0.00290,5.27286e+01,3.09944e-08,1659651342.0569253
51.0,50.7296,0.00290,5.27277e+01,3.15905e-08,1659651344.064624
51.0,50.7303,0.00290,5.27280e+01,3.80278e-08,1659651346.083812
51.0,50.7308,0.00290,5.27284e+01,4.02133e-08,1659651348.1030078
51.0,50.7304,0.00290,5.27281e+01,3.91503e-08,1659651350.1255383
51.0,50.7296,0.00290,5.27274e+01,3.74317e-08,1659651352.1377246
51.0,50.7308,0.00290,5.27287e+01,3.50575e-08,1659651354.1538913
51.0,50.7315,0.00290,5.27293e+01,3.62893e-08,1659651356.1681046
51.0,50.7301,0.00290,5.27278e+01,3.77496e-08,1659651358.1819556
51.0,50.7305,0.00290,5.27281e+01,4.07596e-08,1659651360.2011752
51.0,50.7316,0.00290,5.27293e+01,3.77893e-08,1659651362.214947
51.0,50.7311,0.00290,5.27288e+01,3.89318e-08,1659651364.227093
51.0,50.731,0.00290,5.27287e+01,3.76304e-08,1659651366.2433717
51.0,50.7312,0.00290,5.27285e+01,4.57664e-08,1659651368.2535334
51.0,50.7303,0.00290,5.27276e+01,4.49816e-08,1659651370.2697747
51.0,50.731,0.00290,5.27282e+01,4.67797e-08,1659651372.2873106
51.0,50.7306,0.00290,5.27278e+01,4.63327e-08,1659651374.3045847
51.0,50.731,0.00290,5.27281e+01,4.76042e-08,1659651376.3238776
51.0,50.7308,0.00290,5.27281e+01,4.51505e-08,1659651378.3428595
51.0,50.7302,0.00290,5.27274e+01,4.73559e-08,1659651380.3678427
51.0,50.7315,0.00290,5.27288e+01,4.49419e-08,1659651382.3786433
51.0,50.7302,0.00290,5.27274e+01,4.66406e-08,1659651384.3907435
51.0,50.7313,0.00290,5.27286e+01,4.51605e-08,1659651386.4080606
51.0,50.7313,0.00290,5.27279e+01,5.65946e-08,1659651388.4277165
51.0,50.7308,0.00290,5.27272e+01,5.97934e-08,1659651390.4397032
51.0,50.7308,0.00290,5.27273e+01,5.76178e-08,1659651392.4480677
51.0,50.7307,0.00290,5.27274e+01,5.54820e-08,1659651394.4638264
51.0,50.7326,0.00290,5.27292e+01,5.74191e-08,1659651396.478541
51.0,50.7313,0.00290,5.27279e+01,5.60880e-08,1659651398.489665
51.0,50.73,0.00290,5.27266e+01,5.59092e-08,1659651400.4996676
51.0,50.7319,0.00290,5.27283e+01,6.00020e-08,1659651402.5166621
51.0,50.7316,0.00290,5.27283e+01,5.50846e-08,1659651404.5386455
51.0,50.7301,0.00290,5.27266e+01,5.75185e-08,1659651406.5629818
51.0,50.7313,0.00290,5.27279e+01,5.66641e-08,1659651408.5789485
51.0,50.7306,0.00290,5.27262e+01,7.38998e-08,1659651410.5976102
51.0,50.7322,0.00290,5.27277e+01,7.49926e-08,1659651412.6120734
51.0,50.7315,0.00290,5.27270e+01,7.42773e-08,1659651414.620907
51.0,50.7316,0.00290,5.27274e+01,7.02838e-08,1659651416.6299348
51.0,50.7311,0.00290,5.27271e+01,6.71645e-08,1659651418.6442888
51.0,50.7301,0.00290,5.27259e+01,6.93897e-08,1659651420.658575
51.0,50.7323,0.00290,5.27277e+01,7.64132e-08,1659651422.666811
51.0,50.7307,0.00290,5.27265e+01,7.02341e-08,1659651424.6829987
51.0,50.7324,0.00290,5.27282e+01,7.07805e-08,1659651426.6908414
51.0,50.7309,0.00290,5.27269e+01,6.60717e-08,1659651428.7084231
51.0,50.7316,0.00290,5.27264e+01,8.66354e-08,1659651430.721204
51.0,50.731,0.00290,5.27256e+01,8.95361e-08,1659651432.7359161
51.0,50.7309,0.00290,5.27254e+01,9.13839e-08,1659651434.7478917
51.0,50.7314,0.00290,5.27261e+01,8.90493e-08,1659651436.7636926
51.0,50.731,0.00290,5.27256e+01,9.07779e-08,1659651438.7794027
51.0,50.7306,0.00290,5.27251e+01,9.24567e-08,1659651440.7962728
51.0,50.7306,0.00290,5.27252e+01,9.00129e-08,1659651442.8077726
51.0,50.7293,0.00290,5.27239e+01,8.92282e-08,1659651444.825325
51.0,50.7312,0.00290,5.27262e+01,8.41518e-08,1659651446.839913
51.0,50.7309,0.00290,5.27262e+01,7.87079e-08,1659651448.8584409
51.0,50.7323,0.00290,5.27272e+01,8.58009e-08,1659651450.8848639
51.0,50.7309,0.00290,5.27240e+01,1.14520e-07,1659651452.8963795
51.0,50.73,0.00290,5.27234e+01,1.10189e-07,1659651454.9109902
51.0,50.7301,0.00290,5.27237e+01,1.05997e-07,1659651456.9305813
51.0,50.7305,0.00290,5.27238e+01,1.12057e-07,1659651458.9399252
51.0,50.731,0.00290,5.27238e+01,1.20352e-07,1659651460.9611847
51.0,50.7329,0.00290,5.27260e+01,1.15524e-07,1659651462.971367
51.0,50.7312,0.00290,5.27246e+01,1.09931e-07,1659651464.991027
51.0,50.7323,0.00290,5.27257e+01,1.10636e-07,1659651467.0197003
51.0,50.7315,0.00290,5.27247e+01,1.14024e-07,1659651469.0328305
51.0,50.7304,0.00290,5.27237e+01,1.11441e-07,1659651471.0477583
51.0,50.7316,0.00290,5.27239e+01,1.29133e-07,1659651473.0698693
51.0,50.7314,0.00290,5.27234e+01,1.33018e-07,1659651475.0879
51.0,50.7303,0.00290,5.27224e+01,1.32451e-07,1659651477.1042278
51.0,50.7316,0.00290,5.27238e+01,1.29660e-07,1659651479.1140912
51.0,50.7318,0.00290,5.27238e+01,1.32968e-07,1659651481.1342192
51.0,50.7319,0.00290,5.27239e+01,1.32551e-07,1659651483.1495516
51.0,50.7306,0.00290,5.27224e+01,1.36505e-07,1659651485.1634057
51.0,50.7326,0.00290,5.27244e+01,1.36048e-07,1659651487.1811743
51.0,50.7305,0.00290,5.27224e+01,1.35849e-07,1659651489.2027748
51.0,50.7308,0.00290,5.27225e+01,1.39167e-07,1659651491.2111602
51.0,50.7321,0.00290,5.27240e+01,1.35094e-07,1659651493.2319446
51.0,50.7308,0.00290,5.27217e+01,1.51187e-07,1659651495.247743
51.0,50.7312,0.00290,5.27217e+01,1.58598e-07,1659651497.2750008
51.0,50.7307,0.00290,5.27209e+01,1.64102e-07,1659651499.3070726
51.0,50.7311,0.00290,5.27212e+01,1.65204e-07,1659651501.3263357
51.0,50.7319,0.00290,5.27221e+01,1.63754e-07,1659651503.3363667
51.0,50.7317,0.00290,5.27217e+01,1.67032e-07,1659651505.3521233
51.0,50.7312,0.00290,5.27219e+01,1.55210e-07,1659651507.363867
51.0,50.7304,0.00290,5.27206e+01,1.63019e-07,1659651509.3829877
51.0,50.7311,0.00290,5.27209e+01,1.69247e-07,1659651511.3977737
51.0,50.7316,0.00290,5.27216e+01,1.66337e-07,1659651513.417672
51.0,50.7317,0.00290,5.27206e+01,1.84596e-07,1659651515.4389863
51.0,50.7301,0.00290,5.27184e+01,1.94460e-07,1659651517.4520347
51.0,50.7305,0.00290,5.27186e+01,1.98364e-07,1659651519.4816086
51.0,50.7325,0.00290,5.27211e+01,1.89831e-07,1659651521.5212357
51.0,50.7308,0.00290,5.27191e+01,1.94907e-07,1659651523.5500686
51.0,50.7321,0.00290,5.27206e+01,1.91470e-07,1659651525.5811865
51.0,50.7301,0.00290,5.27187e+01,1.90218e-07,1659651527.6189408
51.0,50.7308,0.00290,5.27193e+01,1.92344e-07,1659651529.6653347
51.0,50.731,0.00290,5.27199e+01,1.84943e-07,1659651531.6936986
51.0,50.7305,0.00290,5.27190e+01,1.90953e-07,1659651533.7259352
51.0,50.7312,0.00290,5.27202e+01,1.82688e-07,1659651535.7590425
51.0,50.7297,0.00290,5.27165e+01,2.20637e-07,1659651537.8049197
51.0,50.7308,0.00290,5.27181e+01,2.10911e-07,1659651539.8354723
51.0,50.7313,0.00290,5.27179e+01,2.22842e-07,1659651541.8534093
51.0,50.7321,0.00290,5.27182e+01,2.31723e-07,1659651543.881161
51.0,50.7317,0.00290,5.27185e+01,2.20299e-07,1659651545.9137828
51.0,50.7312,0.00290,5.27185e+01,2.11428e-07,1659651547.9478056
51.0,50.7308,0.00290,5.27177e+01,2.19206e-07,1659651549.9880602
51.0,50.7309,0.00290,5.27175e+01,2.23885e-07,1659651552.0168622
51.0,50.731,0.00290,5.27182e+01,2.13822e-07,1659651554.0480006
51.0,50.7326,0.00290,5.27191e+01,2.24322e-07,1659651556.0719814
51.0,50.7317,0.00290,5.27174e+01,2.38617e-07,1659651558.0998883
51.0,50.731,0.00290,5.27160e+01,2.50528e-07,1659651560.1336672
51.0,50.7318,0.00290,5.27181e+01,2.27978e-07,1659651562.1646929
51.0,50.7305,0.00290,5.27145e+01,2.66860e-07,1659651564.1876922
51.0,50.7323,0.00290,5.27172e+01,2.51780e-07,1659651566.2285547
51.0,50.7309,0.00290,5.27158e+01,2.51432e-07,1659651568.2631092
51.0,50.7307,0.00290,5.27155e+01,2.53826e-07,1659651570.2905614
51.0,50.7312,0.00290,5.27152e+01,2.65966e-07,1659651572.3269732
51.0,50.7304,0.00290,5.27151e+01,2.55605e-07,1659651574.3613226
51.0,50.7312,0.00290,5.27160e+01,2.53767e-07,1659651576.3926322
51.0,50.7322,0.00290,5.27164e+01,2.63969e-07,1659651578.4162834
51.0,50.7302,0.00290,5.27128e+01,2.89470e-07,1659651580.4279547
51.0,50.7299,0.00290,5.27126e+01,2.88566e-07,1659651582.4425786
51.0,50.7307,0.00290,5.27136e+01,2.85129e-07,1659651584.453236
51.0,50.7312,0.00290,5.27137e+01,2.92023e-07,1659651586.467463
51.0,50.7304,0.00290,5.27126e+01,2.96136e-07,1659651588.4813414
51.0,50.7307,0.00290,5.27136e+01,2.84284e-07,1659651590.494565
51.0,50.7305,0.00290,5.27133e+01,2.87503e-07,1659651592.5084507
51.0,50.7311,0.00290,5.27128e+01,3.05037e-07,1659651594.531108
51.0,50.7317,0.00290,5.27138e+01,2.97576e-07,1659651596.5509417
51.0,50.7314,0.00290,5.27137e+01,2.95550e-07,1659651598.5773978
51.0,50.7309,0.00290,5.27106e+01,3.38008e-07,1659651600.591707
51.0,50.679,0.00290,5.26591e+01,3.31958e-07,1659651602.608014
51.0,50.7305,0.00290,5.27118e+01,3.11007e-07,1659651604.6043446
51.0,50.7307,0.00290,5.27109e+01,3.30230e-07,1659651606.6175823
51.0,50.7307,0.00290,5.27107e+01,3.33548e-07,1659651608.6403022
51.0,50.7302,0.00290,5.27106e+01,3.26961e-07,1659651610.6549993
51.0,50.7315,0.00290,5.27114e+01,3.34869e-07,1659651612.6751328
51.0,50.7302,0.00290,5.27106e+01,3.26673e-07,1659651614.6948285
51.0,50.7305,0.00290,5.27106e+01,3.32495e-07,1659651616.706083
51.0,50.7308,0.00290,5.27114e+01,3.23395e-07,1659651618.7297764
51.0,50.7314,0.00290,5.27112e+01,3.36250e-07,1659651620.7419243
51.0,50.731,0.00290,5.27094e+01,3.59277e-07,1659651622.7541122
51.0,50.7306,0.00290,5.27085e+01,3.69112e-07,1659651624.7722223
51.0,50.7308,0.00290,5.27093e+01,3.57916e-07,1659651626.7998946
51.0,50.7295,0.00290,5.27076e+01,3.65535e-07,1659651628.8179677
51.0,50.7305,0.00290,5.27080e+01,3.75251e-07,1659651630.831876
51.0,50.7305,0.00290,5.27093e+01,3.54171e-07,1659651632.8488138
